tile_id,num_no_hh,people,ngiant,frac_no_hh,frac_giant,x,y,hc1,hc2
1630,7,63,38.0,0.1111111111111111,0.6031746031746031,83,17,0.8287626,0.027881594
1664,8,56,49.0,0.14285714285714285,0.875,26,18,1.0531393,0.04099809
1665,0,102,95.0,0.0,0.9313725490196079,27,18,1.9988978,0.096722424
1666,16,79,74.0,0.20253164556962025,0.9367088607594937,28,18,1.6019351,0.08223433
1667,10,133,128.0,0.07518796992481203,0.9624060150375939,29,18,2.78752,0.1617678
1668,16,154,141.0,0.1038961038961039,0.9155844155844156,30,18,3.30352,0.1943864
1669,8,81,79.0,0.09876543209876543,0.9753086419753086,31,18,1.7571337,0.08828312
1670,2,54,50.0,0.037037037037037035,0.9259259259259259,32,18,1.1852604,0.053236943
1671,1,38,37.0,0.02631578947368421,0.9736842105263158,33,18,0.8468661,0.03647082
1672,5,40,39.0,0.125,0.975,34,18,0.9073541,0.03967356
1673,1,68,63.0,0.014705882352941176,0.9264705882352942,35,18,1.5708982,0.07215103
1674,12,73,69.0,0.1643835616438356,0.9452054794520548,36,18,1.7108941,0.0770251
1675,3,5,5.0,0.6,1.0,37,18,0.11850695,0.0047847037
1677,7,39,37.0,0.1794871794871795,0.9487179487179487,39,18,0.9555774,0.042543348
1678,11,114,108.0,0.09649122807017543,0.9473684210526315,40,18,2.845613,0.14315541
1679,5,84,81.0,0.05952380952380952,0.9642857142857143,41,18,2.1279395,0.109362714
1680,10,139,137.0,0.07194244604316546,0.9856115107913669,42,18,3.575328,0.19567879
1681,14,88,86.0,0.1590909090909091,0.9772727272727273,43,18,2.2935865,0.123669624
1682,22,168,160.0,0.13095238095238096,0.9523809523809523,44,18,4.4580865,0.26480073
1683,10,51,51.0,0.19607843137254902,1.0,45,18,1.3720646,0.07821276
1684,2,7,7.0,0.2857142857142857,1.0,46,18,0.19166288,0.0112687815
1685,1,202,198.0,0.0049504950495049506,0.9801980198019802,47,18,5.6746483,0.40533817
1686,12,123,123.0,0.0975609756097561,1.0,48,18,3.5371993,0.27671346
1687,12,565,561.0,0.021238938053097345,0.9929203539823008,49,18,16.759151,1.7201117
1688,21,327,326.0,0.06422018348623854,0.9969418960244648,50,18,9.772514,0.9700733
1689,8,224,224.0,0.03571428571428571,1.0,51,18,6.7399445,0.6890909
1690,68,900,900.0,0.07555555555555556,1.0,52,18,27.36904,3.470418
1691,2,463,463.0,0.004319654427645789,1.0,53,18,13.622682,1.4278105
1692,1,216,215.0,0.004629629629629629,0.9953703703703703,54,18,6.0882635,0.502791
1693,6,197,190.0,0.030456852791878174,0.9644670050761421,55,18,5.358261,0.3901986
1694,3,93,91.0,0.03225806451612903,0.978494623655914,56,18,2.4404454,0.15109798
1695,12,72,65.0,0.16666666666666666,0.9027777777777778,57,18,1.8300995,0.10328618
1696,1,138,134.0,0.007246376811594203,0.9710144927536232,58,18,3.4023387,0.18363029
1697,4,22,22.0,0.18181818181818182,1.0,59,18,0.52345544,0.022451218
1702,4,5,4.0,0.8,0.8,64,18,0.106831916,0.004012887
1703,23,117,111.0,0.19658119658119658,0.9487179487179487,65,18,2.4800606,0.11697384
1704,7,60,54.0,0.11666666666666667,0.9,66,18,1.2522528,0.05805496
1706,3,3,2.0,1.0,0.6666666666666666,68,18,0.060059447,0.002482505
