SEZIONE,IL LOTO,UNIONE DEI DEMOCRATICI CRISTIANI E DEMOCRATICI DI CENTRO,ASSOCIAZIONE PER LA DIFESA DELLA VITA,UNIONE DEMOCRATICA PER I CONSUMATORI,PARTITO LIBERALE ITALIANO,PARTITO COMUNISTA DEI LAVORATORI,PER IL BENE COMUNE,FORZA NUOVA,IL POPOLO DELLA LIBERTA',MOVIMENTO PER L'AUTONOMIA - ALLEATI PER IL SUD,PARTITO DEMOCRATICO,ITALIA DEI VALORI - LISTA DI PIETRO,LA DESTRA - FIAMMA TRICOLORE,SINISTRA CRITICA,PARTITO SOCIALISTA - BOSELLI,LA SINISTRA L'ARCOBALENO,TOTALE,AFFLUENZA
897,0,31,5,0,0,3,5,6,238,1,251,39,25,2,4,21,631,0.7602409638554217
898,0,12,0,2,1,3,1,4,200,1,217,37,15,7,4,26,530,0.742296918767507
899,0,26,4,5,3,2,1,1,196,0,237,28,17,3,6,23,552,0.7409395973154362
900,0,23,3,2,2,0,0,1,174,1,237,24,19,3,11,37,537,0.7217741935483871
901,0,33,5,0,1,2,3,5,225,1,299,34,22,5,5,32,672,0.7542087542087542
902,0,22,3,5,1,5,1,3,245,5,245,31,20,3,5,17,611,0.8039473684210526
903,1,38,6,0,2,2,5,2,193,1,280,34,13,8,6,31,622,0.7124856815578465
904,1,24,4,3,2,1,2,5,230,0,285,31,24,3,2,31,648,0.7322033898305085
905,0,14,0,1,1,1,1,5,166,0,265,22,20,5,5,20,526,0.7957639939485628
906,1,35,6,1,2,4,1,5,212,0,312,46,18,5,1,29,678,0.75
907,0,17,0,1,2,0,0,5,172,0,177,30,20,2,6,17,449,0.3857388316151203
908,0,24,3,0,0,6,3,4,270,0,300,38,19,7,5,27,706,0.7640692640692641
909,0,26,3,2,1,6,0,2,201,0,249,33,14,5,6,23,571,0.7747625508819539
910,0,31,0,3,3,3,3,4,214,1,301,42,21,1,4,27,658,0.7435028248587571
911,1,21,2,1,1,3,1,7,219,0,250,29,30,3,3,31,602,0.7610619469026548
912,0,25,4,3,0,1,3,4,259,3,298,28,28,6,1,28,691,0.7462203023758099
913,0,23,5,0,1,2,1,3,216,0,249,40,30,2,5,14,591,0.8219749652294854
914,2,28,4,0,1,1,0,2,261,1,208,36,19,1,1,15,580,0.7869742198100407
915,0,40,5,4,2,0,2,8,284,0,297,53,29,1,4,37,766,0.8071654373024236
916,1,16,0,1,1,1,2,4,175,0,255,31,23,6,3,26,545,0.7237715803452855
917,0,20,3,3,1,3,0,3,262,0,361,41,30,2,6,22,757,0.7363813229571985
918,0,10,1,3,0,6,2,3,180,0,191,20,17,4,2,30,469,0.678726483357453
919,0,24,4,3,0,4,2,7,215,0,193,39,11,1,2,24,529,0.6080459770114942
920,0,27,0,1,2,5,4,6,243,1,274,29,24,8,3,44,671,0.732532751091703
921,0,29,1,5,3,0,1,5,257,0,279,41,21,3,4,21,670,0.771889400921659
922,0,10,1,2,0,4,2,4,160,0,281,23,28,7,3,27,552,0.745945945945946
923,0,21,2,0,0,3,0,3,219,1,229,25,31,4,1,23,562,0.6998754669987547
924,0,19,1,1,1,1,4,4,230,2,242,18,28,2,1,24,578,0.7706666666666667
925,1,13,3,1,1,3,0,5,239,0,248,39,16,11,3,46,629,0.6934950385887542
926,0,27,4,3,1,4,0,8,189,1,174,18,25,4,1,20,479,0.6931982633863966
927,1,22,4,2,2,1,1,3,194,0,219,19,18,5,1,23,515,0.6885026737967914
928,2,30,2,1,0,8,2,7,209,0,243,20,25,2,0,26,577,0.7019464720194647
929,1,13,2,0,1,2,0,3,177,1,228,16,17,4,6,15,486,0.7094890510948905
930,0,25,0,1,0,2,0,6,188,0,261,18,22,5,0,38,566,0.6910866910866911
931,1,24,1,5,0,0,0,5,126,0,146,29,22,2,1,19,381,0.7823408624229979
932,0,18,4,1,0,3,3,4,272,5,312,40,40,4,4,33,743,0.7804621848739496
933,1,24,4,5,1,2,3,4,258,0,290,27,24,3,6,23,675,0.7705479452054794
934,0,17,1,0,2,2,2,5,213,1,250,23,25,4,2,19,566,0.7971830985915493
935,1,23,1,0,1,3,3,5,224,3,238,31,34,2,8,39,616,0.7247058823529412
936,0,33,0,4,3,4,1,2,198,2,247,23,23,13,3,36,592,0.6372443487621098
937,1,8,1,3,0,3,0,2,130,0,146,21,10,5,3,31,364,0.3650952858575727
938,1,10,1,3,0,2,2,4,142,3,227,31,14,2,1,24,467,0.3904682274247492
939,0,9,1,1,2,4,3,2,125,0,162,13,12,3,2,24,363,0.36852791878172586
940,0,14,2,2,1,3,3,4,136,0,183,21,10,2,0,20,401,0.3904576436222006
941,0,30,1,0,3,2,2,7,228,2,226,20,23,0,1,25,570,0.4765886287625418
942,2,34,5,1,1,6,3,5,242,0,288,39,18,1,4,30,679,0.514004542013626
943,0,22,3,1,2,6,1,5,317,3,282,37,30,6,4,26,745,0.7959401709401709
944,0,19,0,1,3,2,5,4,199,0,242,26,27,0,3,17,548,0.8070692194403535
945,0,20,1,1,1,4,0,5,214,0,265,28,25,3,3,48,618,0.7872611464968153
946,0,49,2,0,3,0,0,4,339,0,292,48,14,2,2,33,788,0.7951564076690212
947,0,27,2,0,0,2,10,3,263,3,305,23,26,4,4,53,725,0.7729211087420043
948,1,37,6,3,1,1,1,4,346,2,327,41,21,6,0,28,825,0.7971014492753623
949,1,20,3,2,4,4,0,3,297,1,212,25,17,6,4,26,625,0.7467144563918757
950,0,24,3,4,0,4,2,4,282,2,300,38,16,5,2,27,713,0.8038331454340474
951,0,19,4,0,3,3,2,9,256,1,323,29,33,2,1,24,709,0.793952967525196
952,0,28,2,1,1,3,2,5,262,1,320,28,25,5,2,26,711,0.7555791710945803
953,0,19,0,1,2,3,4,3,202,1,265,35,14,5,5,24,583,0.7742363877822045
954,0,38,2,0,1,3,3,6,269,3,300,44,17,7,2,24,719,0.7648936170212766
955,0,19,2,1,1,3,2,1,230,2,299,25,27,1,7,22,642,0.7561837455830389
956,0,19,2,2,0,6,4,4,170,1,282,35,17,6,1,28,577,0.7285353535353535
957,0,18,0,4,0,6,3,4,226,4,240,36,24,2,4,31,602,0.7314702308626975
958,0,26,4,1,1,4,1,1,258,1,311,30,20,5,4,20,687,0.7574421168687983
959,1,17,4,2,1,10,3,3,201,2,337,40,33,2,5,34,695,0.7254697286012526
960,0,19,7,0,4,3,4,2,178,0,304,31,22,2,1,29,606,0.7354368932038835
961,1,45,4,3,2,4,1,2,156,0,287,39,18,6,0,36,604,0.6824858757062147
962,1,29,7,2,0,5,2,2,274,1,365,53,18,3,4,45,811,0.7687203791469195
963,0,17,3,2,1,0,2,3,201,2,262,31,13,0,6,18,561,0.7352555701179554
964,0,32,3,4,0,3,1,3,206,2,275,33,11,3,3,18,597,0.7416149068322981
965,0,30,2,1,0,1,1,2,242,1,266,20,22,4,5,23,620,0.7898089171974523
966,0,31,4,1,0,3,3,2,319,0,345,36,16,4,4,16,784,0.7903225806451613
967,0,16,2,1,0,0,3,0,186,0,265,39,19,4,1,25,561,0.7737931034482759
968,0,37,4,3,2,4,1,4,236,0,363,34,18,1,4,24,735,0.7616580310880829
969,1,29,5,2,0,3,3,1,238,1,342,39,29,5,8,44,750,0.764525993883792
970,1,26,4,2,0,2,2,4,228,1,332,49,10,9,11,25,706,0.7977401129943503
971,1,42,5,2,0,0,0,3,222,0,237,30,17,2,6,28,595,0.8029689608636977
972,2,34,8,1,0,4,0,3,254,2,340,46,33,6,7,36,776,0.7870182555780934
973,3,18,6,2,0,1,1,3,215,4,307,39,22,6,5,25,657,0.7390326209223848
974,1,30,1,1,2,1,1,6,213,1,293,22,16,3,2,22,615,0.7167832167832168
975,1,34,3,1,1,3,0,4,242,0,333,32,16,2,2,52,726,0.7538940809968847
976,0,25,1,1,0,0,3,2,239,1,231,30,15,2,3,28,581,0.7467866323907455
977,1,32,7,2,1,2,3,4,252,2,290,44,22,4,4,48,718,0.7259858442871587
978,0,33,6,3,0,0,0,0,219,0,267,39,16,3,3,22,611,0.7883870967741935
979,0,14,1,3,1,2,0,2,202,0,281,33,18,5,5,21,588,0.7214723926380369
980,0,22,3,1,1,1,1,4,270,0,283,47,22,7,3,16,681,0.7575083426028921
981,0,25,5,0,0,3,2,3,268,0,245,31,19,1,2,23,627,0.8038461538461539
982,0,17,2,0,0,0,0,1,199,0,343,55,18,3,2,31,671,0.797859690844233
983,1,32,8,1,0,2,2,3,285,1,280,31,15,2,2,13,678,0.8110047846889952
984,0,27,0,0,3,4,0,2,226,0,227,25,17,3,5,12,551,0.7793493635077794
985,0,25,5,2,1,4,2,4,233,2,324,41,17,4,3,36,703,0.779379157427938
986,0,33,9,3,4,2,0,2,279,2,302,37,23,3,1,36,736,0.745694022289767
987,2,38,4,1,0,1,4,0,209,0,199,33,20,4,2,20,537,0.7760115606936416
988,1,30,3,1,1,8,0,4,297,2,333,49,30,6,2,28,795,0.7748538011695907
989,1,21,1,4,1,4,1,7,248,1,285,34,19,6,5,26,664,0.7562642369020501
990,1,9,1,0,0,3,3,3,184,2,262,29,23,1,2,39,562,0.7365661861074705
991,0,17,1,0,1,2,2,9,224,2,335,38,22,9,10,42,714,0.7571580063626723
992,0,25,8,1,1,7,4,5,190,1,313,42,25,3,6,32,663,0.762945914844649
993,1,43,2,1,1,2,1,3,228,1,218,35,16,1,3,14,570,0.7651006711409396
994,0,17,3,2,0,0,2,1,183,0,234,26,15,2,1,30,516,0.7644444444444445
995,0,35,4,0,2,2,0,5,308,1,273,35,29,3,2,16,715,0.8015695067264574
996,0,15,6,3,1,2,2,5,215,0,257,36,20,5,1,35,603,0.7556390977443609
997,0,25,2,0,2,3,3,4,234,2,305,38,10,5,9,28,670,0.7665903890160183
998,1,34,3,1,1,3,1,6,235,0,301,41,17,1,7,47,699,0.7631004366812227
999,0,18,2,0,1,0,1,4,206,0,302,20,19,6,9,29,617,0.7849872773536896
1000,1,21,6,0,2,2,0,1,159,1,221,24,13,0,1,27,479,0.7788617886178861
1001,0,8,1,0,0,0,1,4,149,1,222,36,13,2,2,30,469,0.4146772767462423
1002,1,26,5,1,1,2,1,2,231,2,284,39,28,2,5,25,655,0.47985347985347987
1003,1,24,6,3,1,1,6,6,246,3,328,39,24,0,1,40,729,0.7722457627118644
1004,0,28,8,1,2,2,1,4,275,3,296,39,24,2,6,23,714,0.802247191011236
1005,0,27,2,3,1,1,2,4,181,2,250,32,22,3,7,17,554,0.8293413173652695
1006,0,26,3,3,0,1,1,4,186,1,232,37,12,7,6,13,532,0.8351648351648352
1007,0,23,4,2,0,1,2,3,235,0,270,33,19,1,2,16,611,0.7945383615084526
1008,1,29,4,1,1,1,1,6,204,2,287,34,27,3,2,45,648,0.7561260210035006
1009,2,24,7,3,1,1,0,1,210,0,259,25,14,2,4,43,596,0.7730220492866408
1010,0,24,5,0,0,8,1,1,186,0,220,26,15,2,6,10,504,0.7613293051359517
1011,1,15,4,1,0,7,3,6,230,1,264,35,24,2,5,19,617,0.7469733656174334
1012,0,44,8,4,0,0,3,4,315,2,270,47,18,6,4,25,750,0.7522567703109327
1013,2,35,4,1,0,2,1,3,239,0,228,30,14,4,1,22,586,0.7918918918918919
1014,0,19,3,3,1,4,0,2,194,0,247,27,17,2,6,24,549,0.4203675344563553
1015,0,26,9,1,3,2,0,1,189,1,213,33,24,1,4,19,526,0.4109375
1016,1,15,3,0,0,1,1,1,143,2,155,22,12,1,1,18,376,0.7387033398821218
1017,1,29,6,3,1,2,4,7,286,0,308,35,28,0,4,32,746,0.7995712754555199
1018,0,25,3,1,1,3,1,3,262,2,286,33,24,5,0,35,684,0.760845383759733
1019,0,32,4,1,1,1,2,2,323,1,296,23,31,3,3,15,738,0.7859424920127795
1020,1,23,3,3,1,3,0,2,282,2,290,39,23,6,6,21,705,0.7738748627881449
1021,0,34,6,2,1,0,2,2,231,1,275,25,19,1,2,13,614,0.4120805369127517
1022,1,20,8,3,4,1,3,3,230,1,310,35,20,0,2,24,665,0.7983193277310925
1023,0,4,1,0,1,0,0,0,64,1,36,2,7,0,0,4,120,0.1271186440677966
1024,0,34,1,1,3,5,3,3,252,1,343,25,30,1,4,22,728,0.5400593471810089
1025,0,26,1,1,2,2,0,3,286,1,295,36,27,5,4,20,709,0.5441289332310054
1026,0,28,1,1,1,2,0,3,157,0,235,41,10,1,2,21,503,0.4644506001846722
1027,0,22,3,1,1,3,3,7,199,0,328,27,16,5,5,31,651,0.4946808510638298
1028,0,19,2,2,0,6,2,3,188,0,266,30,17,7,3,19,564,0.6988847583643123
1029,1,23,1,3,4,2,2,2,242,2,295,37,27,6,3,30,680,0.7666290868094702
1030,1,29,1,0,0,5,3,4,229,0,354,25,34,7,4,35,731,0.731
1031,0,20,0,1,2,9,1,2,230,2,352,32,18,3,2,38,712,0.7697297297297298
1032,1,20,1,2,1,7,4,4,227,0,278,30,17,10,2,42,646,0.7332576617480137
1033,0,23,1,4,2,3,7,9,224,0,362,25,21,3,2,37,723,0.7570680628272252
1034,2,14,0,1,1,5,0,3,183,0,281,30,24,1,5,34,584,0.7263681592039801
1035,1,24,0,1,1,7,3,7,173,0,285,21,24,2,1,27,577,0.7542483660130719
1036,1,21,5,3,0,2,1,4,211,0,320,45,14,4,4,31,666,0.74
1037,0,20,1,1,0,1,3,3,202,0,314,23,15,5,6,38,632,0.7331786542923434
1038,0,23,0,1,3,7,0,7,245,1,248,50,31,6,5,30,657,0.7324414715719063
1039,0,16,1,2,1,1,1,2,162,0,297,19,14,8,2,19,545,0.7005141388174807
1040,0,35,1,0,1,4,2,2,270,5,307,33,34,2,4,36,736,0.7152575315840622
1041,1,17,2,0,0,3,0,5,176,1,268,36,19,3,2,26,559,0.7212903225806452
1042,1,20,2,4,1,4,3,10,297,3,274,53,34,3,4,28,741,0.6905871388630009
1043,0,25,3,0,0,4,0,4,214,1,279,27,17,2,6,22,604,0.7823834196891192
1044,1,23,0,0,1,4,3,5,233,0,300,28,21,3,6,42,670,0.7274701411509229
1045,0,33,1,2,0,9,2,5,212,2,281,41,17,3,5,28,641,0.7367816091954023
1046,0,17,1,2,4,4,2,3,205,0,255,28,18,3,0,16,558,0.75
1047,0,19,0,2,1,4,2,5,212,1,248,21,19,4,1,31,570,0.7326478149100257
1048,0,13,0,1,2,1,2,2,255,4,256,25,6,1,1,28,597,0.7280487804878049
1049,0,25,0,1,1,3,0,6,195,0,294,24,19,5,4,24,601,0.75125
1050,1,18,0,2,2,1,1,2,183,1,260,21,16,4,1,21,534,0.7563739376770539
1051,0,28,3,3,0,2,0,2,219,0,191,37,19,3,4,12,523,0.7702503681885126
1052,0,27,0,0,1,0,1,5,193,2,296,30,21,7,1,33,617,0.8150594451783355
1053,0,29,0,5,1,9,1,2,191,0,293,20,26,1,5,30,613,0.768170426065163
1054,0,24,3,3,1,8,3,2,263,0,325,35,31,2,1,34,735,0.756951596292482
1055,1,18,4,2,1,4,2,0,233,1,315,28,19,3,6,36,673,0.7299349240780911
1056,1,15,4,3,0,6,1,5,246,1,328,44,20,4,5,38,721,0.6972920696324951
1057,1,13,2,2,2,2,5,1,148,1,202,20,9,4,5,21,438,0.4167459562321599
1058,0,35,5,2,2,5,0,4,274,2,362,34,11,1,3,26,766,0.5268225584594223
1059,0,25,2,2,1,0,2,3,261,0,193,37,16,3,3,11,559,0.8101449275362319
1060,0,50,2,2,2,8,1,9,248,0,347,42,36,3,2,31,783,0.7407757805108799
1061,2,23,5,0,1,12,1,5,180,1,240,30,26,0,6,37,569,0.6922141119221411
1062,0,20,0,1,3,7,2,5,205,2,324,32,17,7,3,73,701,0.6892822025565388
1063,1,35,4,3,3,3,3,6,191,1,318,25,31,5,4,20,653,0.7505747126436781
1064,2,23,2,1,1,3,1,3,187,1,370,34,22,5,8,29,692,0.8267622461170848
1065,0,24,1,2,2,4,1,3,235,0,303,36,14,7,2,31,665,0.7823529411764706
1066,1,34,6,3,1,2,3,7,278,2,341,52,27,4,4,25,790,0.7868525896414342
1067,1,28,2,2,0,4,1,6,197,0,335,52,35,5,2,34,704,0.7910112359550562
1068,0,12,0,0,1,1,2,3,169,1,193,24,13,3,1,21,444,0.8028933092224232
1069,1,19,1,4,1,1,4,3,180,2,278,33,16,2,1,19,565,0.8094555873925502
1070,0,12,0,2,1,2,1,10,163,0,179,26,15,1,1,23,436,0.7032258064516129
1071,2,25,3,2,0,3,0,6,225,2,414,43,30,2,11,27,795,0.8071065989847716
1072,2,19,4,3,1,1,0,8,270,0,428,56,24,2,7,26,851,0.8459244532803181
1073,0,15,1,0,3,6,3,4,152,1,170,38,16,3,4,33,449,0.714968152866242
1074,0,23,3,3,1,4,4,5,218,0,192,25,24,9,8,23,542,0.5046554934823091
1075,2,46,1,1,3,3,3,4,175,0,292,41,15,3,1,20,610,0.7367149758454107
1076,0,23,6,0,1,5,3,11,154,0,275,41,22,5,5,28,579,0.7338403041825095
1077,0,24,2,1,2,2,0,7,144,3,267,33,12,3,5,28,533,0.7919762258543833
1078,0,15,2,0,0,3,5,5,183,0,248,31,25,5,2,31,555,0.8246656760772659
1079,1,20,0,1,1,1,3,3,187,1,318,39,27,4,3,22,631,0.7194982896237172
1080,1,27,4,1,1,5,2,2,221,1,268,40,23,6,2,28,632,0.7523809523809524
1081,1,16,5,1,1,2,0,0,187,2,193,23,19,3,1,25,479,0.7301829268292683
1082,0,30,2,1,0,1,2,2,188,0,254,23,19,0,5,22,549,0.7787234042553192
1083,1,25,3,0,0,1,2,4,174,6,245,29,20,5,5,31,551,0.7527322404371585
1084,0,29,3,2,1,2,3,8,195,1,187,27,6,4,2,8,478,0.6373333333333333
1085,0,30,1,3,1,6,3,2,275,5,237,27,30,5,2,19,646,0.7399770904925544
1086,0,23,0,0,3,1,1,7,234,1,186,27,18,3,1,13,518,0.8006182380216383
1087,0,27,1,3,2,1,2,2,235,2,294,31,32,3,4,27,666,0.7708333333333334
1088,1,21,2,1,4,3,2,3,258,3,207,32,24,2,3,18,584,0.6960667461263409
1089,0,21,4,5,2,7,3,1,213,0,258,19,20,2,1,22,578,0.7162329615861215
1090,0,31,6,6,0,4,1,1,233,2,126,26,17,3,2,13,471,0.6652542372881356
1091,0,24,2,3,2,6,0,1,196,0,256,20,29,4,0,16,559,0.7473262032085561
1092,1,19,1,2,0,4,0,1,158,0,256,25,18,3,4,24,516,0.7339971550497866
1093,0,31,2,1,0,1,0,2,177,0,294,34,15,0,3,32,592,0.7738562091503268
1094,0,18,3,4,0,3,3,2,180,2,290,43,21,4,7,28,608,0.7369696969696969
1095,1,26,5,3,1,1,4,8,254,2,390,36,19,1,5,34,790,0.7596153846153846
1096,0,30,4,1,0,3,4,5,274,2,325,33,25,3,4,26,739,0.7861702127659574
1097,1,25,0,1,0,4,3,4,213,1,248,26,19,1,6,21,573,0.7569352708058125
1098,2,26,2,1,0,3,0,0,250,1,317,43,25,2,1,23,696,0.7802690582959642
1099,0,36,2,2,2,0,1,3,245,0,251,37,23,1,2,11,616,0.8169761273209549
1100,0,31,3,0,4,3,0,4,299,0,352,42,30,2,6,25,801,0.7852941176470588
1101,0,26,1,2,2,0,1,5,191,4,241,23,23,6,1,23,549,0.8097345132743363
1102,0,32,2,3,4,1,1,4,266,3,362,36,19,1,7,20,761,0.7910602910602911
1103,1,32,0,2,3,1,1,1,281,4,283,37,20,3,3,21,693,0.8181818181818182
1104,0,23,3,0,2,1,1,3,335,3,327,53,24,5,2,20,802,0.8217213114754098
1105,0,36,2,6,0,2,2,2,240,0,317,42,27,4,3,27,710,0.7924107142857143
1106,0,13,3,0,2,1,0,2,197,0,263,39,19,3,4,23,569,0.7678812415654521
1107,2,23,4,1,2,1,1,0,267,1,295,32,23,3,0,20,675,0.7913247362250879
1108,0,20,2,3,3,1,1,4,218,0,206,36,28,2,1,32,557,0.8002873563218391
1109,0,33,4,1,2,1,0,2,202,0,243,31,12,4,5,15,555,0.8102189781021898
1110,0,24,5,0,1,5,3,4,327,2,274,34,33,4,8,21,745,0.8062770562770563
1111,0,28,2,1,0,3,0,2,219,3,233,31,18,0,1,25,566,0.7806896551724138
1112,0,48,3,4,0,1,2,9,339,1,327,50,23,2,4,28,841,0.81099324975892
1113,0,30,1,2,0,4,2,5,232,0,261,37,9,4,2,14,603,0.7997347480106101
1114,1,41,6,1,3,3,0,2,296,0,304,57,26,1,5,27,773,0.8111227701993704
1115,0,17,2,0,3,5,5,6,241,0,324,45,13,4,0,22,687,0.7419006479481641
1116,0,20,5,1,0,5,3,0,213,2,277,26,21,5,4,16,598,0.7736093143596378
1117,0,18,3,2,1,7,3,4,213,0,340,38,22,5,1,31,688,0.8132387706855791
1118,0,37,3,1,3,2,3,5,253,0,344,39,25,5,1,21,742,0.7910447761194029
1119,0,31,1,1,2,4,2,2,238,2,298,50,16,3,4,29,683,0.835985312117503
1120,0,24,4,0,2,3,2,8,246,0,232,15,19,2,2,16,575,0.44712286158631415
1121,0,21,3,0,0,1,2,5,201,1,225,19,12,3,1,18,512,0.3840960240060015
1122,0,20,3,0,0,4,1,3,165,0,163,8,14,1,4,8,394,0.36719478098788444
1123,0,39,6,2,1,0,5,1,269,0,287,41,27,4,6,44,732,0.8061674008810573
1124,0,29,8,2,1,1,0,6,288,0,291,31,32,5,3,43,740,0.8222222222222222
1125,0,42,6,1,0,2,5,4,314,2,237,31,28,3,5,21,701,0.555908009516257
1126,0,29,2,1,1,1,1,4,346,1,234,40,24,2,2,24,712,0.7858719646799117
1127,0,15,2,0,0,0,1,1,54,0,43,8,3,1,0,3,131,0.1211840888066605
1128,1,42,2,2,2,6,2,6,239,1,289,39,25,1,2,25,684,0.7442872687704026
1129,0,24,3,1,5,2,2,8,210,0,336,16,18,7,2,16,650,0.7319819819819819
1130,0,42,4,5,3,3,9,7,231,1,298,23,32,3,2,18,681,0.7765108323831242
1131,0,37,2,2,0,0,1,8,269,2,269,30,19,5,3,20,667,0.7746806039488966
1132,1,16,1,1,2,2,1,2,199,2,169,22,25,1,4,19,467,0.7389240506329114
1133,0,24,0,1,2,6,0,4,189,0,206,29,27,3,0,16,507,0.7401459854014598
1134,0,34,1,0,3,1,0,4,158,2,228,18,16,3,3,28,499,0.7933227344992051
1135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1136,1,32,5,10,1,5,3,6,310,1,390,36,29,4,12,42,887,0.7760279965004374
1137,0,25,1,2,1,3,3,5,289,0,348,49,40,5,4,42,817,0.7848222862632085
1138,0,37,0,3,5,4,0,3,297,1,423,38,36,6,6,27,886,0.825722273998136
1139,0,34,2,4,0,3,1,2,160,0,279,43,26,13,7,37,611,0.778343949044586
1140,0,12,0,1,1,3,2,5,268,4,287,21,19,14,7,35,679,0.7997644287396938
1141,0,30,3,1,0,3,1,4,241,0,292,44,34,9,10,37,709,0.8149425287356322
1142,1,31,2,4,0,3,4,4,208,2,288,35,30,4,3,22,641,0.7514654161781946
1143,0,26,4,1,3,3,6,10,254,0,276,27,28,5,3,25,671,0.808433734939759
1144,0,29,1,3,1,4,0,3,307,3,351,43,15,3,7,50,820,0.8094768015794669
1145,0,23,2,2,0,3,2,4,165,0,211,36,11,10,1,23,493,0.8003246753246753
1146,0,23,0,5,1,2,1,5,230,1,265,18,22,3,1,29,606,0.7680608365019012
1147,0,28,5,2,0,0,1,3,206,3,192,19,27,2,2,28,518,0.8068535825545171
1148,0,24,1,0,0,2,2,8,258,3,340,26,26,2,1,34,727,0.8150224215246636
1149,2,14,6,5,1,1,2,5,226,3,251,23,21,2,1,33,596,0.8075880758807588
1150,2,29,0,3,1,6,3,4,246,2,344,54,29,7,5,57,792,0.780295566502463
1151,0,23,2,3,1,6,2,2,283,2,325,25,22,2,3,47,748,0.7906976744186046
1152,0,21,0,1,0,2,1,3,306,2,266,44,20,8,2,15,691,0.470708446866485
1153,1,26,0,1,2,4,3,7,289,0,315,37,20,11,1,32,749,0.7769709543568465
1154,0,19,3,4,2,0,2,5,306,0,275,39,22,2,2,17,698,0.7825112107623319
1155,1,36,2,2,3,7,1,8,334,1,249,43,20,5,4,21,737,0.6736745886654479
1156,0,32,2,2,2,9,7,6,325,2,275,22,41,3,1,19,748,0.7609359104781281
1157,0,20,1,2,2,2,6,5,295,3,315,28,36,5,2,28,750,0.8116883116883117
1158,1,29,0,4,2,3,2,10,287,2,400,62,38,3,6,37,886,0.7657735522904062
1159,0,18,0,2,1,0,2,6,271,3,295,37,18,4,7,35,699,0.5469483568075117
1160,3,27,2,4,2,5,0,1,253,0,273,21,15,4,1,17,628,0.5233333333333333
1161,0,28,1,3,2,4,2,4,398,2,291,29,31,9,4,18,826,0.8098039215686275
1162,0,27,4,0,2,3,1,3,311,5,343,37,35,8,19,41,839,0.7538185085354897
1163,0,14,0,2,1,6,1,3,208,1,209,27,22,4,2,29,529,0.7471751412429378
1164,2,21,0,4,0,2,0,5,209,3,312,38,24,3,4,41,668,0.8246913580246914
1165,1,33,1,1,1,8,3,6,322,0,317,38,19,1,1,26,778,0.778
1166,0,31,4,0,2,4,0,3,402,9,285,36,23,1,2,17,819,0.7647058823529411
1167,2,16,0,3,3,3,3,7,256,0,260,35,23,6,3,14,634,0.7798277982779828
1168,3,27,1,2,1,5,2,6,325,1,357,51,23,7,4,33,848,0.7688123300090662
1169,2,40,11,4,1,0,5,1,317,1,274,35,45,5,1,34,776,0.8008255933952528
1170,1,31,5,1,0,3,5,7,272,1,349,37,25,3,2,28,770,0.7291666666666666
1171,3,38,0,1,1,4,3,9,314,4,298,56,16,2,1,22,772,0.7766599597585513
1172,1,27,3,1,0,6,2,5,281,2,324,34,19,1,2,28,736,0.7690700104493208
1173,0,29,0,3,0,3,5,6,317,1,305,34,25,1,5,29,763,0.7722672064777328
1174,2,31,5,0,0,2,1,4,295,4,320,26,29,2,4,25,750,0.7772020725388601
1175,0,23,4,2,1,5,1,0,267,0,247,31,25,3,1,20,630,0.8267716535433071
1176,0,18,2,1,1,1,3,0,187,0,218,31,14,4,7,27,514,0.8224
1177,2,44,6,5,2,1,2,4,311,0,287,42,30,2,3,11,752,0.8034188034188035
1178,0,32,0,2,1,3,2,5,229,1,271,36,32,1,1,18,634,0.7556615017878426
1179,0,20,3,2,3,2,2,3,226,3,266,34,23,4,2,15,608,0.8085106382978723
1180,1,27,2,2,0,4,2,3,265,4,228,37,21,5,4,22,627,0.4418604651162791
1181,0,19,2,2,0,1,2,3,194,2,200,33,20,5,0,16,499,0.6340533672172808
1182,2,16,4,1,2,1,2,7,213,1,209,35,26,2,0,10,531,0.4384805945499587
1183,0,35,3,4,2,3,3,10,254,2,257,31,19,2,3,25,653,0.4783882783882784
1184,1,15,0,1,0,2,1,4,239,0,256,26,23,7,4,16,595,0.4798387096774194
1185,0,26,1,5,3,4,4,4,260,1,273,24,25,3,4,16,653,0.8071693448702101
1186,0,22,2,2,2,2,0,8,297,7,262,34,39,2,2,18,699,0.5010752688172043
1187,0,23,4,3,4,2,2,5,382,1,291,48,21,3,2,21,812,0.7852998065764023
1188,0,23,3,4,0,1,2,8,342,2,301,35,20,3,2,19,765,0.770392749244713
1189,1,48,1,4,2,4,1,8,274,1,297,28,23,2,2,19,715,0.765524625267666
1190,0,61,3,4,3,9,2,6,294,0,348,42,28,3,2,27,832,0.785646836638338
1191,0,33,0,3,2,2,6,4,377,1,371,37,29,4,8,9,886,0.7903657448706513
1192,0,30,2,2,1,3,5,2,363,0,347,31,25,1,4,14,830,0.7867298578199052
1193,0,29,1,1,1,6,5,1,222,2,214,27,16,8,2,19,554,0.4331508991399531
1194,0,13,2,1,1,1,2,1,226,2,97,25,13,0,1,7,392,0.7232472324723247
1195,0,9,1,3,0,3,1,5,137,0,45,3,9,0,2,4,222,0.7681660899653979
1196,0,28,0,2,1,8,0,5,277,2,196,36,19,4,1,20,599,0.5319715808170515
