SEZIONE,LIBERALI PER L'ITALIA - PLI,FARE PER FERMARE IL DECLINO,STAMINALI D'ITALIA,MODERATI ITALIANI IN RIVOLUZIONE - ROSA TRICOLORE,INTESA POPOLARE,LA DESTRA,IL POPOLO DELLA LIBERTA',LEGA NORD,GRANDE SUD - MPA,FRATELLI D'ITALIA CENTRODESTRA NAZIONALE,MOVIMENTO PROGETTO ITALIA - MID,MOVIMENTO 5 STELLE,SCELTA CIVICA CON MONTI PER L'ITALIA,FUTURO E LIBERTA' PER L'ITALIA,UNIONE DEI DEMOCRATICI CRISTIANI E DEMOCRATICI DI CENTRO (UDC),SINISTRA ECOLOGIA LIBERTA',PARTITO DEMOCRATICO,CENTRO DEMOCRATICO,PARTITO COMUNISTA DEI LAVORATORI,FORZA NUOVA,AMNISTIA GIUSTIZIA E LIBERTA',CASAPOUND ITALIA,RIVOLUZIONE CIVILE INGROIA,MOVIMENTO SOCIALE FIAMMA TRICOLORE,UNIONE POPOLARE,TOTALE,TOTALE_ISCRITTI,AFFLUENZA
1414,1,9,0,0,0,8,131,1,0,19,0,136,55,4,7,34,201,2,1,0,1,1,13,0,0,624,821,0.7600487210718636
1415,0,7,0,0,0,6,107,2,0,14,0,97,44,4,6,26,176,1,2,1,3,0,22,0,0,518,678,0.7640117994100295
1416,2,4,0,2,0,18,127,0,0,9,0,195,30,3,8,32,226,1,2,1,5,2,20,3,0,690,985,0.700507614213198
1417,0,10,1,1,0,6,85,0,1,15,0,108,45,6,3,38,226,0,2,0,2,1,21,1,1,573,731,0.7838577291381669
1418,1,16,0,1,0,9,101,1,1,24,0,108,115,1,9,48,250,2,2,0,4,1,15,1,0,710,892,0.7959641255605381
1419,2,6,0,0,0,12,113,1,0,19,0,160,60,3,15,46,181,4,3,2,4,4,22,1,0,658,868,0.7580645161290323
1420,0,7,0,0,0,11,95,0,0,8,1,126,41,3,8,46,215,2,3,1,1,3,29,0,0,600,806,0.7444168734491315
1421,2,11,0,0,0,5,59,0,0,7,0,116,40,1,10,38,166,1,2,0,1,0,20,0,1,480,627,0.7655502392344498
1422,1,11,0,1,0,9,113,1,0,15,0,180,48,4,10,44,221,7,0,0,2,2,19,0,1,689,943,0.7306468716861082
1423,1,6,1,0,0,7,80,1,0,13,0,110,20,4,6,36,173,0,1,0,4,0,20,1,0,484,635,0.7622047244094489
1424,1,2,0,0,0,12,78,0,1,5,1,182,14,3,8,28,242,0,2,0,5,2,35,1,0,622,972,0.6399176954732511
1425,1,6,1,0,0,21,77,0,0,14,0,121,51,7,8,33,227,1,2,2,0,1,24,2,0,599,829,0.7225572979493365
1426,0,9,0,1,0,9,76,1,0,7,1,125,33,2,3,47,178,3,2,0,2,0,23,0,0,522,662,0.7885196374622356
1427,0,14,0,0,0,1,95,1,0,12,0,115,40,5,10,62,264,2,4,0,2,0,17,4,0,648,827,0.7835550181378477
1428,1,8,0,0,1,17,114,1,0,21,1,177,66,2,9,50,231,2,5,1,1,1,20,0,0,729,957,0.7617554858934169
1429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,859,
1430,1,5,0,2,0,17,86,1,0,9,1,123,49,5,5,36,241,3,1,0,4,4,32,2,0,627,852,0.7359154929577465
1431,1,14,0,0,0,9,90,3,1,10,0,151,43,3,8,66,196,3,4,3,2,1,20,2,1,631,808,0.780940594059406
1432,1,2,0,1,0,9,110,0,1,9,1,153,33,5,10,47,219,1,3,2,1,5,18,1,1,633,831,0.7617328519855595
1433,3,6,0,0,0,5,60,0,0,8,0,100,29,1,5,53,141,2,0,1,3,0,22,0,0,439,580,0.756896551724138
1434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,
1435,0,7,0,0,0,6,74,0,0,17,0,140,48,2,9,52,196,2,1,1,1,1,22,1,1,581,778,0.7467866323907455
1436,1,4,0,3,0,8,86,0,3,23,0,110,56,3,6,44,156,1,1,2,3,1,21,1,1,534,697,0.7661406025824964
1437,1,8,0,0,1,17,79,2,0,21,1,162,75,3,14,43,246,3,1,1,4,1,15,0,0,698,901,0.7746947835738068
1438,0,11,0,2,0,8,77,0,0,17,0,146,57,8,7,44,259,1,0,1,1,4,23,3,0,669,861,0.7770034843205574
1439,1,6,0,0,0,4,90,1,0,19,0,124,76,5,8,37,205,3,2,0,4,1,19,1,0,606,774,0.7829457364341085
1440,0,8,0,5,0,5,92,2,0,20,1,144,58,1,5,29,185,4,1,2,1,2,17,1,0,583,762,0.7650918635170604
1441,1,5,0,2,0,12,87,0,0,18,0,130,57,2,11,34,194,1,1,1,3,2,16,2,0,579,786,0.7366412213740458
1442,0,6,0,0,0,8,104,1,0,14,2,152,47,5,10,30,223,0,0,3,1,1,17,2,0,626,795,0.7874213836477988
1443,2,6,0,1,0,15,99,1,0,13,1,138,26,2,6,31,233,0,0,3,1,3,23,0,0,604,794,0.760705289672544
1444,1,5,0,0,0,12,63,0,0,6,0,118,50,4,7,62,181,2,2,0,4,1,28,1,0,547,712,0.7682584269662921
1445,2,4,0,1,0,10,100,1,0,18,0,172,48,5,7,44,270,0,2,0,2,5,28,2,0,721,930,0.7752688172043011
1446,3,8,0,3,0,14,121,0,0,17,3,174,64,4,14,47,272,1,0,1,1,0,35,0,0,782,972,0.8045267489711934
1447,2,4,0,0,0,8,71,0,0,10,3,102,42,3,9,36,165,1,4,1,0,3,16,0,0,480,606,0.7920792079207921
1448,2,10,0,2,0,20,133,1,0,24,3,192,62,3,6,38,282,0,6,1,1,0,26,0,1,813,986,0.8245436105476673
1449,0,8,0,2,0,8,86,0,0,15,0,152,43,2,2,45,189,1,4,1,2,4,13,1,0,578,683,0.8462664714494875
1450,0,4,0,0,0,6,72,2,0,20,2,120,33,0,7,28,137,1,0,1,1,0,10,0,0,444,601,0.7387687188019967
1451,0,6,0,1,0,17,136,0,0,32,0,203,70,6,9,38,251,2,3,2,6,2,16,1,1,802,986,0.8133874239350912
1452,1,3,0,1,0,8,106,2,0,19,0,153,64,3,8,53,251,2,0,1,3,2,20,0,1,701,889,0.7885264341957255
1453,0,13,0,1,0,16,118,1,1,28,0,153,75,5,12,44,248,3,2,2,1,6,25,0,0,754,968,0.7789256198347108
1454,0,20,0,0,2,7,107,0,0,19,2,109,75,2,2,15,180,4,0,0,4,0,14,1,0,563,673,0.836552748885587
1455,2,15,0,2,0,13,115,1,0,21,0,148,77,3,6,40,252,0,0,2,1,4,17,1,0,720,914,0.787746170678337
1456,0,4,1,0,2,10,103,1,1,5,1,141,50,5,9,30,192,2,1,0,0,1,19,3,0,581,738,0.7872628726287263
1457,2,8,0,0,0,15,141,2,1,8,0,148,29,4,7,29,200,2,1,1,0,2,21,2,0,623,766,0.8133159268929504
1458,1,10,0,4,0,16,95,2,0,32,0,169,67,6,14,31,241,1,1,4,1,1,18,1,0,715,915,0.7814207650273224
1459,1,12,0,1,1,20,151,0,0,25,0,156,105,4,12,37,216,5,1,2,3,2,18,3,0,775,961,0.8064516129032258
1460,2,11,0,0,0,16,169,3,0,23,0,154,84,5,4,25,208,1,0,0,1,3,16,0,0,725,900,0.8055555555555556
1461,0,5,0,0,1,12,96,0,0,21,0,98,38,1,6,14,138,0,0,0,1,3,13,1,0,448,573,0.7818499127399651
1462,0,15,0,1,1,13,155,0,0,28,0,118,74,5,5,22,186,2,2,0,1,0,10,0,0,638,776,0.8221649484536082
1463,1,6,0,1,0,16,114,0,0,20,0,139,62,5,11,17,217,0,0,7,1,2,21,0,0,640,809,0.7911001236093943
1464,0,15,0,0,0,16,145,0,0,14,0,110,67,10,1,17,177,1,0,0,6,1,11,1,0,592,725,0.8165517241379311
1465,0,19,0,0,0,16,134,0,0,23,0,146,87,7,5,42,253,2,0,1,0,2,17,0,0,754,944,0.798728813559322
1466,0,9,1,2,0,7,127,2,1,25,2,166,77,5,6,31,257,1,0,0,2,4,16,2,0,743,911,0.8155872667398463
1467,0,7,0,1,0,8,114,0,0,9,0,88,66,1,4,14,150,2,0,1,1,0,3,0,0,469,564,0.8315602836879432
1468,1,8,0,0,0,11,127,0,1,13,0,163,52,9,9,37,183,10,1,0,3,0,31,2,0,661,859,0.7694994179278231
1469,0,4,0,0,0,5,68,1,0,19,2,131,47,7,6,35,179,4,0,2,1,0,18,1,0,530,715,0.7412587412587412
1470,1,5,0,0,1,11,100,0,0,15,0,151,47,1,5,29,198,3,1,1,2,1,18,0,0,590,779,0.7573812580231065
1471,0,5,0,2,5,9,116,2,0,20,0,166,32,5,10,29,179,1,2,1,3,1,14,6,0,608,819,0.7423687423687424
1472,1,16,0,3,0,17,159,2,0,16,0,147,124,6,13,46,253,2,2,2,6,2,21,0,0,838,878,0.9544419134396356
1473,3,15,0,0,3,16,153,1,0,22,0,183,101,8,8,38,224,4,0,4,4,4,16,1,0,808,806,
1474,0,15,0,0,0,5,120,2,0,17,0,143,87,5,3,19,168,1,1,2,3,2,24,3,0,620,588,
1475,1,10,0,0,1,3,94,1,0,26,0,72,70,3,4,23,134,2,2,1,1,1,6,0,0,455,562,0.8096085409252669
1476,0,5,0,0,0,9,103,1,0,22,0,155,60,1,9,29,154,1,1,2,2,5,20,2,2,583,601,0.9700499168053245
1477,1,2,0,1,0,6,102,0,1,15,0,92,67,3,7,19,151,3,0,1,3,1,16,0,0,491,585,0.8393162393162393
1478,1,5,0,1,0,4,103,0,0,16,1,63,74,1,8,17,80,4,1,0,2,1,8,0,0,390,526,0.7414448669201521
1479,0,0,0,0,0,6,90,0,0,9,0,113,42,2,6,55,181,0,0,1,3,2,19,3,0,532,714,0.7450980392156863
1480,0,17,0,1,0,8,120,1,0,22,0,133,110,4,6,39,249,3,0,0,4,2,24,2,0,745,924,0.8062770562770563
1481,0,5,0,0,0,9,78,1,1,28,0,126,62,2,6,30,237,5,1,0,0,0,19,0,1,611,778,0.7853470437017995
1482,1,6,0,0,1,7,86,1,1,19,0,156,74,3,11,43,221,2,1,0,0,2,20,0,0,655,853,0.7678780773739742
1483,1,0,0,0,0,4,67,1,0,11,2,163,15,3,7,17,149,2,3,5,1,5,22,2,0,480,726,0.6611570247933884
1484,0,1,0,0,0,7,89,0,0,12,0,201,32,2,2,45,212,3,3,2,1,0,33,0,0,645,860,0.75
1485,1,5,0,0,0,7,80,3,0,15,0,158,38,2,6,38,169,1,2,1,3,0,24,2,2,557,756,0.7367724867724867
1486,2,2,1,0,2,10,62,0,0,11,2,167,26,2,2,34,173,0,3,1,2,1,23,0,0,526,783,0.6717752234993615
1487,1,7,0,0,0,10,63,1,0,9,0,107,42,0,15,32,140,1,0,0,4,0,12,2,0,446,573,0.7783595113438045
1488,0,13,0,0,0,11,87,0,0,15,1,155,33,2,8,49,189,1,0,1,1,4,14,2,0,586,757,0.774108322324967
1489,0,5,0,0,0,4,85,0,0,12,0,135,28,0,8,38,201,3,2,3,1,1,20,3,0,549,697,0.787661406025825
1490,1,6,0,0,0,6,90,1,0,13,2,142,55,2,9,46,218,1,0,0,6,4,22,0,0,624,801,0.7790262172284644
1491,1,9,0,1,1,4,86,2,0,18,1,202,92,11,11,41,215,1,1,1,1,1,35,4,0,739,804,0.9191542288557214
1492,0,10,0,0,1,14,109,7,0,17,0,175,104,2,11,52,247,4,1,1,0,1,34,2,0,792,831,0.9530685920577617
1493,0,12,1,0,0,9,120,6,1,15,0,226,98,3,7,34,273,0,0,4,1,2,34,0,0,846,832,
1494,1,12,0,1,0,7,122,8,0,25,0,156,103,5,9,40,220,0,3,2,2,2,25,3,0,746,729,
1495,3,4,0,0,0,12,140,0,0,22,0,156,70,3,6,36,245,3,5,2,1,0,31,0,0,739,930,0.7946236559139785
1496,1,8,0,0,0,13,95,0,0,13,0,142,58,2,17,43,232,2,2,1,2,3,36,1,1,672,878,0.765375854214123
1497,0,7,0,0,0,14,105,2,0,21,1,241,71,5,13,32,193,1,1,3,4,3,23,3,0,743,804,0.9241293532338308
1498,2,15,1,0,1,7,122,1,1,15,0,170,83,6,17,48,213,2,0,0,2,3,31,0,3,743,795,0.9345911949685535
1499,0,14,0,0,2,13,143,0,0,16,0,178,72,11,12,42,224,3,2,0,6,3,18,0,1,760,778,0.9768637532133676
1500,1,3,1,1,0,10,100,1,1,11,1,164,34,4,5,43,191,2,0,3,1,1,33,1,0,612,846,0.723404255319149
1501,2,10,0,1,0,11,112,4,0,24,0,118,73,4,8,30,190,4,1,1,3,3,22,0,1,622,752,0.8271276595744681
1502,1,2,0,1,0,10,103,0,0,16,0,118,52,3,7,32,144,0,0,0,0,2,16,0,0,507,640,0.7921875
1503,0,12,0,2,0,8,82,0,0,12,0,88,28,3,3,20,111,1,1,1,2,1,15,0,0,390,498,0.7831325301204819
1504,4,6,0,0,0,27,126,2,0,12,1,213,50,7,9,29,193,6,2,2,2,6,23,4,0,724,799,0.9061326658322904
1505,1,5,1,1,1,13,102,1,0,24,0,153,63,4,13,24,263,6,2,1,3,0,20,0,0,701,879,0.7974971558589306
1506,0,9,0,0,0,9,130,0,0,24,0,194,82,2,15,43,209,2,0,2,5,2,20,1,0,749,943,0.7942735949098622
1507,3,7,0,0,1,8,129,3,0,24,0,208,60,8,7,38,254,4,2,2,9,2,32,1,0,802,959,0.8362877997914494
1508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,
1509,3,5,0,0,0,11,127,1,0,29,0,124,77,3,8,26,165,3,1,1,1,1,15,0,0,601,754,0.7970822281167109
1510,0,11,0,1,1,7,150,1,0,15,0,251,70,4,0,28,247,1,7,4,3,7,26,0,16,850,1047,0.8118433619866284
1511,2,4,0,0,3,8,126,6,0,10,0,208,78,4,4,49,248,0,1,1,1,1,33,5,0,792,793,0.9987389659520807
1512,3,15,0,1,1,11,156,8,2,23,0,151,86,8,3,21,188,0,0,1,5,1,8,3,0,695,679,
1513,0,16,0,3,0,14,156,7,2,26,2,253,84,12,10,39,259,2,1,0,4,1,25,3,0,919,963,0.9543094496365524
1514,2,14,0,1,0,12,130,3,0,20,0,222,80,4,15,29,215,3,1,6,3,7,29,1,0,797,777,
1515,0,19,0,1,1,8,183,3,0,26,0,155,116,5,6,38,210,2,0,6,6,3,13,2,1,804,828,0.9710144927536232
1516,3,12,0,1,0,13,134,1,1,42,0,191,117,4,13,27,263,4,0,1,3,4,19,1,0,854,848,
1517,1,7,0,0,0,9,90,0,1,4,1,87,53,3,10,24,147,1,0,0,5,1,9,1,0,454,567,0.800705467372134
1518,2,10,0,1,2,14,124,1,0,21,0,133,128,6,12,38,257,2,0,1,3,1,24,0,0,780,946,0.8245243128964059
1519,0,18,0,2,0,11,154,3,1,21,0,159,92,3,13,42,216,0,0,3,1,5,24,0,0,768,961,0.7991675338189386
1520,2,8,0,0,0,4,81,1,0,17,0,130,63,0,1,24,190,1,1,0,3,2,26,1,0,555,680,0.8161764705882353
1521,1,13,0,2,0,11,123,2,0,13,1,187,58,1,6,19,192,4,0,1,1,2,21,1,0,659,797,0.8268506900878294
1522,0,3,0,0,1,2,55,0,0,13,1,87,23,3,5,16,121,1,0,5,0,1,16,0,0,353,464,0.7607758620689655
1523,1,6,0,3,0,6,112,1,1,19,0,154,71,5,17,44,257,6,0,2,1,0,24,0,1,731,892,0.8195067264573991
1524,1,6,0,0,1,7,119,2,0,22,0,207,81,5,10,52,301,0,1,0,1,3,23,4,0,846,995,0.8502512562814071
1525,1,10,0,0,0,10,85,4,0,25,0,190,59,6,21,59,280,2,3,1,2,0,30,2,0,790,960,0.8229166666666666
1526,2,4,0,5,1,11,135,1,0,27,0,157,51,5,13,32,264,3,1,0,1,2,27,0,0,742,946,0.7843551797040169
1527,1,9,0,0,0,2,93,2,1,17,0,121,61,2,9,28,229,2,1,1,3,4,15,0,0,601,719,0.8358831710709318
1528,0,16,0,0,0,11,115,3,0,24,0,142,90,7,5,42,276,1,0,1,0,7,26,1,0,767,918,0.835511982570806
1529,0,3,0,0,0,12,101,0,1,25,0,133,47,1,10,27,164,2,0,0,0,1,9,2,0,538,628,0.856687898089172
1530,0,7,0,0,0,10,130,1,0,25,0,139,47,3,10,43,264,1,1,1,2,3,21,0,0,708,822,0.8613138686131386
1531,0,3,0,0,0,3,79,1,0,19,2,125,39,4,8,21,219,2,2,4,1,2,17,0,0,551,627,0.8787878787878788
1532,0,7,0,1,0,9,105,2,0,10,0,153,61,2,6,42,256,1,1,0,1,1,27,0,0,685,821,0.8343483556638246
1533,1,18,0,2,0,11,117,1,0,21,1,152,80,1,12,52,263,1,0,1,1,3,21,1,0,760,911,0.8342480790340285
1534,1,10,0,1,1,6,122,2,0,21,0,225,70,2,3,41,251,3,1,3,7,4,19,0,0,793,934,0.8490364025695931
1535,2,9,0,1,0,4,75,0,0,16,1,142,27,2,2,39,208,0,0,1,1,0,23,1,0,554,705,0.7858156028368795
1536,1,4,0,0,0,2,113,0,2,23,0,80,37,3,4,17,61,0,1,4,1,2,7,2,0,364,489,0.7443762781186094
1537,2,7,0,0,1,12,158,3,1,23,0,189,79,6,10,46,232,0,2,5,1,3,26,3,0,809,778,
1538,0,14,0,0,1,14,110,1,0,30,0,176,120,6,18,35,296,1,2,4,1,3,23,1,0,856,840,
1539,3,12,0,0,3,10,93,1,0,26,1,143,84,2,14,29,208,1,1,2,0,2,12,1,0,648,751,0.8628495339547271
1540,3,13,0,1,0,10,124,2,0,20,0,167,95,3,6,42,234,1,1,1,4,4,16,1,1,749,753,0.9946879150066401
1541,3,17,0,0,0,9,98,0,0,20,1,132,78,3,3,33,165,1,1,2,3,2,19,0,0,590,676,0.8727810650887574
1542,0,8,0,0,0,6,115,0,2,0,18,0,114,71,6,8,25,215,3,1,0,0,1,10,0,603,725,0.8317241379310345
1543,0,7,0,0,0,6,66,0,0,15,0,68,70,3,7,16,170,2,0,0,1,0,14,1,0,446,545,0.818348623853211
1544,1,9,0,0,0,10,100,1,0,18,1,146,69,5,8,50,264,1,1,0,1,2,18,0,0,705,838,0.8412887828162291
1545,0,9,1,2,1,7,132,4,0,18,1,235,92,6,11,64,255,1,0,0,3,2,20,4,0,868,895,0.9698324022346368
1546,0,31,0,0,0,20,118,3,0,22,0,189,104,7,10,29,266,1,0,2,6,3,29,0,0,840,785,
1547,2,11,0,0,1,8,99,2,0,23,0,209,96,9,18,51,249,2,1,3,4,0,26,2,1,817,801,
1548,1,10,0,0,0,14,120,3,1,30,0,146,93,4,8,27,215,1,0,1,1,2,17,1,0,695,840,0.8273809523809523
1549,1,9,0,0,0,24,110,0,0,37,1,205,63,8,6,33,201,2,1,1,1,1,18,1,0,723,763,0.9475753604193972
1550,0,8,0,0,1,7,99,2,0,10,0,100,69,7,7,21,160,1,2,1,0,0,9,2,0,506,631,0.8019017432646592
1551,0,8,0,0,1,8,115,1,0,17,0,171,80,3,10,35,171,2,0,4,1,3,19,0,0,649,750,0.8653333333333333
1552,2,15,0,0,0,11,122,0,0,28,1,142,104,4,15,21,191,2,1,4,0,3,31,2,0,699,858,0.8146853146853147
1553,1,9,0,3,2,21,155,2,1,22,0,243,101,9,16,35,250,1,1,7,0,8,23,1,1,912,893,
1554,2,4,0,0,0,15,80,0,1,16,0,114,38,4,5,17,86,0,0,6,2,5,6,1,0,402,562,0.7153024911032029
1555,1,7,0,0,1,14,108,1,0,10,0,149,45,1,2,15,121,1,3,2,2,0,11,6,1,501,635,0.7889763779527559
1556,1,5,0,1,2,9,113,1,0,14,6,164,39,2,11,7,102,1,0,4,0,1,11,3,1,498,685,0.727007299270073
1557,2,5,0,0,7,5,127,1,0,14,0,234,62,3,10,41,152,1,1,0,2,4,20,3,0,694,783,0.8863346104725415
1558,3,9,0,1,1,10,89,0,0,23,0,281,52,6,12,39,243,2,0,3,3,3,32,3,0,815,971,0.839340885684861
1559,0,7,0,3,3,8,123,1,0,12,0,261,36,3,5,43,202,1,2,2,1,4,33,0,0,750,857,0.8751458576429405
1560,0,0,0,0,0,2,4,0,0,4,0,22,1,0,0,0,4,0,0,0,0,1,0,0,0,38,53,0.7169811320754716
1561,0,8,0,0,0,2,88,1,0,13,0,97,57,0,9,29,105,3,0,0,3,0,4,0,0,419,549,0.7632058287795993
1562,0,8,0,0,0,12,96,0,0,13,1,74,64,2,11,18,146,9,0,0,3,2,14,0,0,473,577,0.8197573656845754
1563,0,11,0,0,0,4,68,1,1,22,0,55,73,2,10,11,71,2,0,2,0,1,1,1,0,336,460,0.7304347826086957
1564,2,25,0,2,1,11,179,3,0,31,0,164,148,5,30,27,202,5,2,4,6,4,15,1,0,867,933,0.9292604501607717
1565,1,14,0,2,0,9,206,3,0,33,2,119,97,7,10,17,150,1,0,4,2,0,10,2,0,689,678,
1566,2,19,0,2,0,8,204,1,1,23,0,140,124,5,8,15,125,2,0,3,1,2,13,0,0,698,738,0.94579945799458
1567,1,13,0,2,0,11,139,0,0,17,1,135,83,2,13,18,155,1,2,3,2,0,16,0,0,614,1123,0.5467497773820125
1568,2,12,0,0,0,15,128,5,2,29,0,169,121,10,13,37,198,3,1,2,3,3,18,1,0,772,797,0.9686323713927227
1569,1,8,0,0,0,10,145,1,0,32,0,177,68,8,33,18,191,1,0,3,2,1,20,2,1,722,780,0.9256410256410257
1570,1,6,0,0,1,10,96,0,0,16,1,125,46,7,7,21,166,2,1,2,0,4,25,1,1,539,687,0.784570596797671
1571,1,2,1,0,0,15,85,0,0,8,0,130,58,5,6,23,168,0,0,2,4,1,19,3,0,531,665,0.7984962406015037
1572,3,9,0,0,1,16,123,0,0,19,0,200,37,3,5,31,255,2,2,2,6,1,24,0,0,739,959,0.7705943691345151
1573,0,2,0,0,0,11,75,0,0,7,0,137,36,1,6,20,127,0,2,1,1,0,15,0,0,441,574,0.7682926829268293
1574,0,2,0,0,0,6,98,0,0,13,0,135,31,1,3,17,177,1,0,3,0,3,14,1,0,505,642,0.7866043613707165
1575,0,7,0,1,0,18,114,0,1,27,0,161,95,3,7,20,180,2,1,5,1,3,24,1,0,671,850,0.7894117647058824
1576,1,1,0,0,0,6,73,2,0,5,1,144,21,1,5,8,108,0,1,4,3,1,9,1,3,398,579,0.687392055267703
1577,2,7,0,1,0,8,86,0,0,10,0,189,49,2,7,32,204,3,2,1,3,1,19,0,0,626,798,0.7844611528822055
1578,4,3,0,2,0,22,92,1,0,11,1,169,13,3,9,10,174,5,7,3,6,4,15,5,2,561,880,0.6375
1579,2,2,0,1,0,14,121,1,3,4,0,214,17,2,11,18,217,3,6,5,4,3,16,3,1,668,1031,0.6479146459747818
1580,0,0,0,1,0,10,84,0,0,0,0,179,27,1,10,16,137,2,1,0,2,1,7,4,1,483,724,0.6671270718232044
1581,0,7,0,1,0,15,99,0,0,9,2,179,36,3,10,23,166,3,0,1,1,3,13,1,1,573,838,0.6837708830548926
1582,2,4,0,0,0,17,101,0,0,8,2,163,18,1,7,12,142,0,6,3,3,6,13,3,0,511,827,0.6178960096735188
1583,1,0,0,0,1,9,71,0,1,7,0,131,20,3,14,23,147,2,6,2,5,0,15,1,3,462,692,0.6676300578034682
1584,1,4,0,1,0,15,114,0,0,25,1,219,44,5,18,21,174,2,0,1,1,3,15,1,1,666,855,0.7789473684210526
1585,1,3,0,0,0,10,113,0,0,13,0,181,33,3,3,19,171,0,2,1,1,4,17,1,1,577,788,0.7322335025380711
1586,2,0,1,0,1,13,142,0,0,18,2,184,16,7,6,20,132,1,3,2,2,4,21,2,1,580,804,0.7213930348258707
1587,3,0,0,3,0,10,114,0,0,17,0,167,34,5,11,17,146,1,4,1,1,3,13,2,1,553,783,0.7062579821200511
1588,0,1,0,1,0,1,84,0,0,7,0,162,9,1,10,4,120,0,2,1,1,3,7,4,1,419,599,0.6994991652754591
1589,2,1,1,1,0,11,146,1,2,11,1,230,21,2,6,24,158,0,2,3,2,8,27,3,0,663,939,0.7060702875399361
1590,0,0,0,2,0,13,151,2,0,15,1,233,32,6,6,20,142,0,3,2,2,5,17,2,0,654,885,0.7389830508474576
1591,3,2,0,1,0,8,182,0,0,12,0,272,47,3,10,18,157,0,3,2,2,3,22,1,0,748,1033,0.7241045498547919
1592,0,4,0,1,0,12,136,0,1,18,0,240,30,6,12,22,183,2,0,6,2,5,17,0,0,697,883,0.7893544733861835
1593,0,3,0,1,0,10,111,0,0,13,2,165,36,3,1,32,227,0,1,2,3,1,23,0,0,634,781,0.8117797695262484
1594,0,4,0,2,0,18,120,1,0,15,1,192,50,2,8,27,223,3,0,1,1,6,25,0,0,699,849,0.823321554770318
1595,1,6,0,0,0,12,87,0,0,18,0,223,29,4,4,32,218,2,2,0,0,2,28,2,1,671,867,0.7739331026528259
1596,3,9,0,0,1,25,121,0,0,19,0,243,30,9,3,28,190,0,1,3,2,6,22,0,1,716,985,0.7269035532994924
1597,2,7,0,0,1,15,149,0,0,19,1,199,35,3,11,17,208,2,3,3,3,1,13,2,0,694,865,0.8023121387283237
1598,1,2,0,1,0,5,125,0,0,17,1,205,34,5,5,26,161,2,2,2,0,3,29,2,0,628,753,0.8339973439575034
1599,3,5,0,0,0,13,126,0,0,16,1,249,62,8,8,29,210,1,2,1,3,2,26,0,0,765,958,0.7985386221294363
1600,2,3,0,0,0,18,124,2,0,23,0,150,54,7,10,35,162,2,1,0,1,2,18,1,1,616,761,0.80946123521682
1601,0,9,0,0,0,4,70,0,0,6,0,115,46,3,6,30,193,2,1,1,2,3,19,0,0,510,600,0.85
1602,0,3,0,1,0,20,88,1,0,10,0,135,33,3,5,15,138,2,0,0,5,3,10,1,0,473,613,0.7716150081566069
1603,1,18,0,3,0,9,163,0,3,29,1,267,84,7,7,44,271,2,1,1,6,3,20,4,0,944,1123,0.8406055209260909
1604,0,0,0,0,0,2,17,0,0,1,0,30,12,1,1,2,11,0,1,0,0,1,3,1,0,83,111,0.7477477477477478
1605,1,14,0,0,0,9,145,0,1,31,0,156,101,5,8,32,261,0,1,1,3,2,25,0,0,796,999,0.7967967967967968
1606,1,9,1,4,0,8,167,1,0,32,0,164,98,7,6,15,237,1,0,2,0,2,17,4,0,776,960,0.8083333333333333
1607,0,17,0,4,2,13,151,0,1,24,0,177,124,7,9,42,230,4,1,2,3,3,23,3,0,840,1022,0.821917808219178
1608,2,10,0,0,0,8,125,2,2,22,0,143,73,5,18,36,239,3,0,2,3,0,16,1,0,710,865,0.8208092485549133
1609,1,9,0,0,0,9,108,1,0,20,0,125,90,7,7,27,278,4,3,1,2,2,21,1,0,716,868,0.8248847926267281
1610,2,9,0,2,0,7,139,0,0,21,1,129,103,3,13,37,248,0,2,0,1,0,11,0,0,728,891,0.8170594837261503
1611,1,5,0,2,1,19,129,1,0,23,2,167,60,4,9,24,206,3,6,0,5,4,20,1,1,693,756,0.9166666666666666
1612,4,0,0,0,2,11,99,1,0,12,1,184,41,5,3,23,186,0,5,3,0,1,22,4,0,607,803,0.7559153175591532
1613,4,3,0,1,1,13,134,2,2,15,1,232,69,4,9,30,192,3,1,4,3,7,13,2,0,745,707,
1614,2,6,0,0,0,6,132,2,0,27,0,196,84,4,8,39,173,2,0,6,7,8,30,3,0,735,698,
1615,1,2,0,1,0,12,133,2,0,12,0,182,52,3,4,30,162,4,2,7,1,2,17,6,1,636,690,0.9217391304347826
1616,1,7,0,0,1,8,84,0,1,14,2,173,62,5,11,44,222,0,1,4,2,0,24,0,1,667,759,0.8787878787878788
1617,3,1,0,0,0,5,91,0,0,20,0,151,30,6,8,9,157,1,2,1,3,1,6,0,1,496,767,0.6466753585397653
1618,1,0,0,1,1,12,87,1,0,33,0,125,12,1,5,9,75,2,6,2,5,2,8,2,1,391,698,0.5601719197707736
1619,2,0,0,0,1,5,83,0,0,40,1,170,11,2,7,8,92,0,4,0,2,2,12,0,0,442,728,0.6071428571428571
