VITA,MOVIMENTO 5 STELLE,UNIONE POPOLARE DE MAGISTRIS,ALTERNATIVA PER L'ITALIA NO GREEN PASS,ITALIA SOVRANA E POPOLARE,PARTITO DELLA FOLLIA CREATIVA,PARTITO DEMOCRATICO,IMPEGNO CIVICO DI MAIO,ALLEANZA VERDI E SINISTRA,+ EUROPA CON EMMA BONINO,LISTA PARAGONE ITALEXIT,AZIONE ITALIA VIVA,NOI MODERATI,LEGA SALVINI PREMIER,FRATELLI D'ITALIA,FORZA ITALIA,TOTALE,SEZIONE,AFFLUENZA
1,82,6,1.0,4,0.0,92,2,18,15,8,45,4,12,100,9,399,1613,0.5893648449039882
6,68,8,0.0,5,0.0,104,3,16,13,7,30,3,15,103,13,394,1614,0.640650406504065
0,53,10,0.0,4,0.0,89,2,14,9,7,27,0,17,110,26,368,1615,0.6216216216216216
3,83,14,1.0,9,0.0,156,1,22,15,8,56,2,14,98,20,502,1616,0.7030812324929971
4,68,7,0.0,8,0.0,64,3,11,11,6,29,1,17,92,11,332,1617,0.5015105740181269
1,55,2,2.0,1,0.0,18,1,3,1,2,10,1,13,95,35,240,1618,0.41594454072790293
2,64,4,0.0,7,0.0,40,3,7,2,5,9,0,16,116,18,293,1619,0.47030497592295345
7,53,3,2.0,4,0.0,59,2,7,8,7,6,0,16,98,14,286,1620,0.5079928952042628
7,52,4,0.0,3,0.0,64,4,8,9,6,40,1,15,82,15,310,1621,0.5218855218855218
2,53,7,2.0,3,0.0,40,1,6,7,6,16,2,19,95,19,278,1622,0.4633333333333333
4,89,6,0.0,5,0.0,145,4,27,19,12,53,3,20,124,21,532,1623,0.6207701283547258
1,95,9,2.0,3,0.0,55,3,6,10,14,16,0,17,118,36,385,1625,0.45081967213114754
5,84,14,2.0,6,0.0,169,3,30,28,8,51,2,18,130,13,563,1626,0.6449026345933563
1,104,17,1.0,7,0.0,181,6,25,16,10,39,0,14,122,20,563,1627,0.649365628604383
3,113,12,1.0,12,0.0,148,3,34,31,13,47,0,23,164,18,622,1628,0.7395957193816884
1,95,8,1.0,6,0.0,123,4,21,25,5,73,2,9,154,20,547,1629,0.6208853575482406
5,78,7,0.0,4,0.0,149,1,18,26,5,65,4,20,150,11,543,1630,0.6838790931989924
2,75,12,2.0,5,0.0,191,3,27,17,4,99,1,22,198,18,676,1631,0.6862944162436548
0,83,16,3.0,11,0.0,220,3,23,24,5,113,6,31,184,23,745,1632,0.7282502443792767
2,76,1,1.0,4,0.0,162,4,33,31,5,73,3,14,151,19,579,1633,0.7086903304773562
1,69,9,2.0,10,0.0,205,1,23,27,7,125,3,20,176,22,700,1634,0.7314524555903866
1,83,16,0.0,4,0.0,168,1,35,46,3,99,2,22,177,20,677,1635,0.6617790811339198
1,83,6,0.0,7,0.0,159,2,18,29,11,77,6,25,180,22,626,1636,0.7105561861520999
1,35,4,5.0,1,0.0,79,1,9,16,5,80,1,14,109,15,375,1637,0.6983240223463687
0,42,6,0.0,7,0.0,118,2,25,21,12,87,4,8,126,14,472,1638,0.7239263803680982
0,0,0,0.0,0,0.0,138,0,22,16,0,0,3,14,134,13,340,1639,0.47419804741980476
0,37,7,2.0,3,0.0,130,3,18,17,1,84,0,16,126,13,457,1640,0.7140625
1,42,17,0.0,5,0.0,51,0,11,6,11,22,1,20,85,11,283,1641,0.539047619047619
1,55,9,1.0,10,0.0,45,0,10,12,11,20,0,10,75,14,273,1642,0.5675675675675675
0,46,4,1.0,2,0.0,114,0,15,13,5,97,0,27,173,27,524,1643,0.7338935574229691
7,44,16,2.0,15,0.0,110,1,20,23,5,82,2,28,144,27,526,1644,0.676962676962677
5,75,12,1.0,8,0.0,112,5,29,27,10,46,3,14,113,15,475,1645,0.6624825662482566
3,42,4,0.0,4,0.0,87,2,18,11,6,41,0,3,66,7,294,1646,0.6215644820295984
1,30,11,1.0,0,0.0,73,0,24,13,2,20,2,10,72,3,262,1647,0.5981735159817352
0,61,5,1.0,6,0.0,135,2,24,27,9,85,3,16,134,21,529,1648,0.6879063719115734
5,71,14,2.0,5,0.0,133,2,31,20,8,58,1,18,141,15,524,1649,0.6413708690330477
2,79,9,1.0,19,0.0,127,2,24,24,16,87,3,12,161,23,589,1650,0.6588366890380313
1,77,14,1.0,5,0.0,155,1,55,26,15,39,7,13,150,13,572,1651,0.6485260770975056
1,98,10,1.0,9,0.0,203,0,47,23,5,101,0,20,225,33,776,1652,0.6812993854258121
3,78,13,1.0,12,0.0,186,5,31,31,10,100,0,22,175,16,683,1653,0.659903381642512
3,69,6,2.0,9,0.0,87,5,17,9,11,47,4,9,104,12,394,1654,0.7048300536672629
6,58,15,0.0,4,0.0,143,2,33,14,6,80,3,13,107,15,499,1655,0.7349042709867453
2,68,14,1.0,0,0.0,131,0,26,10,8,52,1,14,112,19,458,1656,0.6876876876876877
4,71,6,0.0,8,0.0,82,1,18,10,10,40,0,17,143,14,424,1657,0.6513056835637481
3,48,3,0.0,8,0.0,135,3,24,13,5,70,6,7,107,16,448,1658,0.6850152905198776
0,68,10,1.0,7,0.0,115,4,21,13,5,35,0,18,140,17,454,1659,0.6837349397590361
5,42,7,0.0,3,0.0,83,1,8,11,4,37,0,15,106,15,337,1660,0.6767068273092369
1,32,2,1.0,2,0.0,104,6,22,11,8,61,3,7,103,18,381,1661,0.6902173913043478
1,57,3,0.0,8,0.0,89,3,18,6,7,69,0,8,129,13,411,1662,0.6715686274509803
3,46,1,1.0,3,0.0,92,0,12,17,0,54,1,11,155,13,409,1663,0.7422867513611615
1,25,3,1.0,8,0.0,132,1,15,30,3,120,2,11,138,21,511,1664,0.6602067183462532
1,30,7,0.0,3,0.0,133,2,18,32,1,74,3,17,112,15,448,1665,0.7111111111111111
1,39,3,0.0,1,0.0,114,1,20,12,6,73,3,8,125,14,420,1666,0.6840390879478827
2,38,9,0.0,7,0.0,99,15,1,18,5,52,0,9,126,22,403,1667,0.593519882179676
9,121,15,5.0,8,0.0,136,5,37,32,12,76,1,20,204,26,707,1668,0.651012891344383
2,69,8,3.0,6,0.0,159,2,23,24,9,70,6,12,196,21,610,1669,0.6637649619151251
1,79,16,0.0,7,0.0,71,2,17,18,16,17,3,15,130,14,406,1670,0.6086956521739131
5,88,21,2.0,4,0.0,78,0,34,14,7,13,0,11,89,14,380,1671,0.5828220858895705
2,55,13,0.0,7,0.0,99,0,25,17,8,36,1,7,114,9,393,1672,0.6228209191759112
0,43,7,0.0,2,0.0,53,2,12,13,5,13,2,9,71,13,245,1673,0.580568720379147
5,94,14,0.0,2,0.0,106,2,17,9,11,44,2,21,113,14,454,1674,0.6135135135135135
1,51,8,1.0,4,0.0,64,6,11,13,3,29,2,23,116,11,343,1675,0.5726210350584308
6,46,8,0.0,7,0.0,42,6,21,9,4,14,0,12,89,10,274,1676,0.5546558704453441
3,50,17,1.0,5,0.0,109,3,29,37,10,78,2,9,181,36,570,1677,0.641169853768279
2,113,17,1.0,7,0.0,145,3,33,24,13,54,2,13,159,25,611,1678,0.6527777777777778
5,67,17,0.0,5,0.0,126,4,24,12,8,46,1,10,102,11,438,1679,0.6728110599078341
0,61,6,1.0,5,0.0,68,2,9,12,5,22,2,9,95,15,312,1680,0.5226130653266332
3,51,9,0.0,2,0.0,56,3,16,6,10,11,0,24,98,12,301,1681,0.4465875370919881
3,71,11,1.0,6,0.0,122,3,28,19,5,27,1,22,99,8,426,1682,0.6666666666666666
3,69,9,2.0,6,0.0,95,3,20,7,6,28,1,15,137,20,421,1683,0.5658602150537635
0,63,11,0.0,6,0.0,59,10,1,12,4,13,0,18,119,6,322,1684,0.48348348348348347
2,105,14,2.0,2,0.0,99,1,19,7,14,33,0,17,158,17,490,1685,0.6140350877192983
2,76,7,0.0,4,0.0,143,1,32,31,4,68,3,18,126,12,527,1686,0.6442542787286064
1,94,24,0.0,9,0.0,178,6,38,18,13,58,4,19,141,17,620,1687,0.6942889137737962
3,83,6,2.0,4,0.0,86,1,29,21,2,44,3,10,149,19,462,1688,0.6407766990291263
1,63,6,3.0,8,0.0,81,2,16,16,7,26,1,34,142,17,423,1689,0.5254658385093167
7,94,11,0.0,4,0.0,155,0,22,21,6,44,1,20,159,10,554,1690,0.6658653846153846
3,66,17,4.0,1,0.0,124,3,29,24,6,50,1,7,104,13,452,1691,0.7129337539432177
2,106,24,1.0,10,0.0,143,1,39,22,8,61,3,13,151,13,597,1692,0.671541057367829
7,93,21,0.0,8,0.0,118,1,23,33,6,96,2,22,227,27,684,1693,0.6916076845298281
3,83,12,1.0,7,0.0,95,2,28,11,5,45,10,16,138,26,482,1694,0.7314112291350531
1,70,19,0.0,5,0.0,88,4,14,8,1,28,0,7,116,12,373,1695,0.6343537414965986
2,123,7,1.0,10,0.0,119,3,25,19,8,52,2,8,144,10,533,1696,0.6738305941845765
2,65,13,0.0,8,0.0,118,6,17,40,16,122,3,7,189,21,627,1697,0.6852459016393443
1,23,2,1.0,3,0.0,10,0,4,1,2,4,0,7,28,3,89,1698,0.419811320754717
4,90,6,1.0,11,0.0,141,4,17,23,10,78,1,29,268,36,719,1755,0.6176975945017182
0,50,7,0.0,4,0.0,52,1,10,9,5,17,3,18,97,23,296,1812,0.4860426929392447
2,101,5,1.0,9,0.0,100,4,22,10,16,50,1,32,180,27,560,1813,0.6140350877192983
5,66,2,1.0,6,0.0,118,4,8,5,4,38,4,14,126,23,424,1814,0.601418439716312
0,93,7,3.0,20,0.0,126,3,15,16,9,42,3,25,182,22,566,1815,0.5775510204081633
7,74,7,1.0,8,0.0,100,3,14,15,7,46,0,20,120,24,446,1816,0.6211699164345403
0,79,9,0.0,1,0.0,88,2,8,8,13,51,2,24,138,15,438,1817,0.6008230452674898
5,92,7,4.0,6,0.0,101,2,22,11,13,35,3,30,121,23,475,1818,0.523704520396913
7,83,1,1.0,5,0.0,105,3,14,7,12,43,0,37,123,22,463,1819,0.5605326876513317
4,103,6,0.0,6,0.0,107,1,12,12,9,25,3,32,120,18,458,1820,0.515185601799775
3,100,8,2.0,6,0.0,112,4,17,16,12,38,2,22,158,21,521,1821,0.5596133190118152
6,101,9,0.0,2,0.0,81,3,17,19,7,32,3,24,132,15,451,1822,0.5651629072681704
4,123,13,0.0,13,0.0,105,3,18,9,18,48,1,30,127,22,534,1823,0.5946547884187082
4,83,4,2.0,8,0.0,109,5,12,5,14,23,0,22,122,19,432,1824,0.5567010309278351
12,76,9,3.0,4,0.0,70,0,19,11,9,14,1,21,107,19,375,1825,0.5193905817174516
3,72,8,0.0,6,0.0,76,7,11,9,7,18,1,21,119,24,382,1826,0.5568513119533528
6,89,4,3.0,3,0.0,71,3,12,12,9,17,0,49,109,28,415,1827,0.5042527339003645
3,91,7,2.0,8,0.0,75,5,18,15,9,21,2,28,139,17,440,1828,0.5194805194805194
6,75,11,2.0,9,0.0,132,0,24,11,8,60,0,34,182,23,577,1829,0.6004162330905307
5,64,7,0.0,11,0.0,135,5,16,17,2,47,2,30,149,22,512,1830,0.6198547215496368
2,68,8,1.0,4,0.0,89,9,14,16,6,36,2,32,133,21,441,1831,0.5943396226415094
5,65,6,3.0,8,0.0,99,2,16,13,8,55,1,18,150,26,475,1832,0.5785627283800243
1,93,3,1.0,8,0.0,131,5,18,17,8,43,0,42,141,17,528,1833,0.5701943844492441
2,81,9,0.0,4,0.0,93,3,15,10,10,38,0,33,128,13,439,1834,0.5314769975786925
4,93,8,2.0,8,0.0,95,3,31,24,9,37,3,26,117,15,475,1835,0.5588235294117647
4,83,8,0.0,6,0.0,97,1,11,15,17,33,0,14,132,25,446,1836,0.5360576923076923
5,121,8,0.0,9,0.0,99,4,26,27,8,40,0,21,170,22,560,1837,0.6015037593984962
4,115,4,1.0,11,0.0,96,2,28,0,12,50,3,22,171,22,541,1838,0.6092342342342343
3,115,9,3.0,15,0.0,68,5,30,13,13,31,0,30,139,23,497,1839,0.523709167544784
2,107,17,0.0,7,0.0,88,1,25,18,10,31,0,26,124,24,480,1840,0.4968944099378882
2,90,4,4.0,4,0.0,100,3,13,6,12,36,0,32,162,25,493,1841,0.5786384976525821
1,115,3,0.0,9,0.0,90,3,19,12,17,24,1,43,127,29,493,1842,0.5255863539445629
6,87,6,1.0,6,0.0,63,2,11,9,13,16,4,36,107,22,389,1843,0.4581861012956419
5,70,3,2.0,0,0.0,42,4,7,4,5,8,0,24,106,22,302,1844,0.4136986301369863
1,81,6,1.0,9,0.0,38,3,7,8,6,13,0,23,80,18,294,1845,0.3337116912599319
0,60,2,0.0,6,0.0,70,1,9,1,11,5,1,46,104,36,352,1846,0.38344226579520696
2,88,9,2.0,21,0.0,137,3,22,23,10,76,4,27,250,36,710,1847,0.5986509274873525
4,71,3,1.0,8,0.0,65,2,17,6,12,15,0,42,106,32,384,1848,0.4187568157033806
1,50,9,0.0,8,0.0,43,1,22,5,6,5,0,35,93,23,301,1849,0.3757802746566791
5,102,6,1.0,5,0.0,66,6,19,6,6,11,2,28,132,30,425,1850,0.4122211445198836
4,87,13,0.0,8,0.0,61,3,21,9,4,45,1,18,137,15,426,1851,0.5496774193548387
2,63,10,0.0,9,0.0,97,0,23,11,5,37,0,12,145,12,426,1852,0.5803814713896458
0,0,0,0.0,0,0.0,93,6,34,21,0,0,3,19,142,21,339,1853,0.4318471337579618
4,65,13,1.0,11,0.0,119,2,42,27,9,36,0,117,17,10,473,1854,0.5733333333333334
2,78,11,2.0,10,0.0,114,1,29,19,9,30,1,26,96,16,444,1855,0.5857519788918206
8,93,8,0.0,7,0.0,130,1,33,22,7,59,4,20,133,23,548,1856,0.601536772777168
3,97,9,0.0,8,0.0,131,1,27,15,9,49,2,29,149,21,550,1857,0.6111111111111112
3,92,8,0.0,8,0.0,133,5,34,24,9,42,2,9,121,10,500,1858,0.6345177664974619
9,105,19,1.0,10,0.0,136,5,42,20,14,43,3,27,134,27,595,1859,0.6552863436123348
5,80,6,1.0,6,0.0,97,0,28,14,10,44,2,20,165,28,506,1860,0.6193390452876377
4,74,14,0.0,8,0.0,101,1,20,19,20,43,0,34,120,23,481,1861,0.5982587064676617
2,84,11,0.0,4,0.0,61,4,30,9,7,34,0,19,109,24,398,1862,0.6085626911314985
12,119,12,0.0,5,0.0,162,2,47,23,13,59,1,30,170,20,675,1863,0.6965944272445821
8,97,12,3.0,7,0.0,148,2,34,16,4,55,1,18,134,18,557,1864,0.6300904977375565
2,79,1,0.0,9,0.0,93,1,26,13,12,21,1,17,143,15,433,1865,0.6150568181818182
0,62,11,2.0,5,0.0,141,1,32,17,6,64,5,23,268,36,673,1866,0.5867480383609416
1,106,4,2.0,9,0.0,90,6,28,13,11,36,2,32,141,32,513,1867,0.5958188153310104
7,97,12,1.0,15,0.0,68,3,25,9,6,20,2,27,124,16,432,1868,0.5300613496932516
1,75,6,3.0,11,0.0,100,1,30,12,4,23,0,14,112,12,404,1869,0.5650349650349651
3,59,10,5.0,6,0.0,112,2,29,17,2,34,0,23,119,16,437,1870,0.5355392156862745
4,74,17,1.0,14,0.0,126,5,34,18,16,33,0,36,147,17,542,1871,0.6083052749719416
2,71,7,3.0,6,0.0,65,3,25,8,11,25,1,31,111,13,382,1872,0.5634218289085545
3,103,18,2.0,4,0.0,113,2,30,25,6,38,1,23,146,31,545,1873,0.5995599559955995
3,76,10,1.0,6,0.0,105,2,33,23,14,38,2,30,102,15,460,1874,0.5330243337195828
2,91,8,1.0,3,0.0,133,4,27,14,6,48,3,26,97,13,476,1875,0.5987421383647799
3,39,2,0.0,6,0.0,87,1,18,15,9,30,1,17,121,13,362,1876,0.6177474402730375
9,100,8,0.0,8,0.0,106,2,30,21,10,22,2,16,121,12,467,1877,0.6459197786998617
0,109,5,1.0,9,0.0,105,2,18,17,7,41,0,24,131,21,490,1878,0.561282932416953
5,116,8,2.0,12,0.0,131,3,36,12,13,51,1,32,119,22,563,1879,0.5721544715447154
4,92,10,0.0,11,0.0,127,2,20,19,11,21,1,16,123,11,468,1880,0.5756457564575646
6,96,8,1.0,8,0.0,158,3,20,21,10,35,2,28,160,30,586,1881,0.5883534136546185
6,108,7,0.0,4,0.0,116,6,32,14,10,27,1,15,145,19,510,1882,0.6181818181818182
5,123,4,0.0,3,0.0,67,3,17,10,4,26,0,16,124,18,420,1883,0.34341782502044155
4,100,14,1.0,15,0.0,98,0,32,27,10,40,0,10,175,28,554,1884,0.5746887966804979
3,93,12,1.0,9,0.0,105,17,0,30,15,62,3,278,23,32,683,1909,0.5882859603789836
6,73,7,1.0,9,0.0,56,3,8,15,13,20,1,21,157,27,417,1922,0.4940758293838863
5,103,7,1.0,3,0.0,111,0,24,24,12,53,2,24,250,44,663,1930,0.577023498694517
0,1,0,0.0,0,0.0,5,0,4,4,0,2,0,2,17,3,38,1964,0.6129032258064516
3,106,11,2.0,6,0.0,121,8,23,12,12,37,0,38,249,36,664,1965,0.5333333333333333
7,115,10,1.0,11,0.0,108,6,21,26,14,87,4,25,262,39,736,1966,0.609271523178808
4,106,9,1.0,8,0.0,117,6,15,28,22,65,47,26,2,318,774,1967,0.6302931596091205
5,96,10,5.0,11,0.0,145,6,22,22,15,51,3,25,272,29,717,1968,0.6506352087114338
3,95,4,2.0,6,0.0,122,1,28,22,14,52,5,29,224,33,640,1969,0.6299212598425197
3,122,10,6.0,8,0.0,159,0,21,20,8,61,3,22,303,49,795,1970,0.6426839126919968
8,99,7,3.0,25,0.0,110,1,22,18,17,53,2,39,312,43,759,1971,0.6211129296235679
4,136,10,2.0,9,0.0,124,5,24,23,14,56,0,24,259,27,717,1972,0.5681458003169572
7,134,13,0.0,11,0.0,153,4,31,35,24,94,5,16,273,22,822,1973,0.6895973154362416
4,85,10,0.0,13,0.0,107,3,32,17,7,45,2,16,156,25,522,1974,0.5925085130533485
9,108,16,1.0,8,0.0,122,6,36,18,10,57,1,13,171,10,586,1975,0.5967413441955194
5,95,16,2.0,9,0.0,105,3,45,23,8,42,0,26,154,25,558,1976,0.6186252771618626
6,81,7,0.0,11,0.0,122,4,20,24,10,44,1,18,188,21,557,1977,0.6365714285714286
7,107,9,0.0,3,0.0,131,1,24,33,7,77,3,23,250,29,704,1978,0.629695885509839
10,145,13,1.0,20,0.0,115,2,22,17,8,36,0,39,224,49,701,1979,0.5662358642972536
3,114,5,0.0,5,0.0,81,5,13,4,11,24,1,24,140,25,455,1980,0.5254041570438799
4,106,4,4.0,8,0.0,80,1,22,12,15,34,1,42,225,25,583,1981,0.5082824760244115
4,132,20,2.0,8,0.0,103,3,14,11,8,40,0,53,199,35,632,1982,0.5378723404255319
2,121,6,7.0,9,0.0,104,3,16,14,21,28,1,49,210,31,622,1983,0.5732718894009217
3,115,9,0.0,6,0.0,75,0,12,7,9,26,0,36,214,35,547,1984,0.5140977443609023
5,137,7,5.0,5,0.0,144,1,23,25,11,35,2,34,145,19,598,1985,0.5794573643410853
5,106,11,0.0,12,0.0,75,2,18,9,16,33,2,30,154,22,495,1986,0.5709342560553633
0,110,14,2.0,11,0.0,80,3,17,10,16,26,1,17,104,23,434,1987,0.47535596933187296
3,91,5,1.0,7,0.0,83,1,14,9,11,34,1,22,123,16,421,1988,0.5390524967989757
4,111,15,0.0,8,0.0,97,5,30,18,7,23,1,42,172,26,559,1989,0.5480392156862746
2,95,8,2.0,7,0.0,126,2,32,15,7,37,2,21,142,30,528,1990,0.5945945945945946
2,97,7,0.0,3,0.0,64,5,21,11,13,33,2,27,126,20,431,1991,0.551150895140665
2,84,5,1.0,7,0.0,64,2,19,7,2,11,1,31,121,17,374,1992,0.47281921618204803
2,68,9,1.0,5,0.0,53,1,18,3,6,11,1,25,94,12,309,1993,0.4991922455573506
2,73,5,0.0,8,0.0,81,1,26,7,14,21,1,24,140,27,430,1994,0.4988399071925754
8,117,9,3.0,13,0.0,75,1,28,10,12,24,1,24,134,14,473,1995,0.5411899313501144
3,99,6,0.0,7,0.0,106,3,26,20,12,47,4,24,162,13,532,1996,0.5997745208568207
2,55,8,2.0,6,0.0,124,3,16,13,9,73,0,30,136,28,505,1997,0.6833558863328822
3,115,16,0.0,7,0.0,97,1,28,14,4,29,2,31,196,30,573,1998,0.5285977859778598
5,115,9,0.0,5,0.0,97,4,18,13,12,22,0,42,221,49,612,1999,0.5142857142857142
7,92,14,1.0,7,0.0,145,2,50,20,7,40,2,30,145,38,600,2000,0.6172839506172839
4,177,10,5.0,11,0.0,148,2,63,27,20,64,2,29,241,24,827,2001,0.6204051012753188
3,123,6,2.0,8,0.0,128,2,39,14,19,41,0,23,166,31,605,2002,0.5943025540275049
1,129,6,1.0,10,0.0,80,4,16,13,14,19,1,31,184,29,538,2003,0.5358565737051793
3,117,14,0.0,11,0.0,108,2,25,12,8,45,3,41,189,32,610,2004,0.5332167832167832
0,136,15,5.0,7,0.0,179,4,35,30,13,57,1,15,221,32,750,2005,0.5773672055427251
4,118,5,0.0,11,0.0,98,5,23,16,5,40,1,19,130,23,498,2006,0.5466520307354555
4,68,6,0.0,5,0.0,90,2,18,7,4,29,6,28,109,18,394,2007,0.5232403718459495
2,115,7,1.0,5,0.0,139,1,18,25,12,44,4,28,191,36,628,2008,0.6073500967117988
5,113,12,0.0,13,0.0,133,4,21,11,16,43,0,22,145,45,583,2009,0.6091954022988506
2,96,5,1.0,15,0.0,65,3,21,8,5,23,1,31,121,29,426,2010,0.46254071661237783
3,50,3,1.0,4,0.0,46,2,8,8,5,8,4,20,100,17,279,2011,0.4031791907514451
1,102,8,2.0,3,0.0,57,4,7,3,10,12,0,34,88,25,356,2012,0.43414634146341463
6,128,4,1.0,8,0.0,125,3,24,14,9,30,2,27,204,24,609,2013,0.5546448087431693
1,81,9,0.0,4,0.0,75,0,18,14,8,24,1,28,108,27,398,2014,0.5057179161372299
6,74,7,0.0,15,0.0,101,0,31,15,11,39,0,22,155,26,502,2015,0.5317796610169492
2,119,12,1.0,6,0.0,117,4,20,22,16,61,5,24,215,23,647,2016,0.5670464504820333
7,119,17,1.0,11,0.0,142,1,31,21,17,45,3,22,196,36,669,2017,0.6281690140845071
4,62,8,1.0,6,0.0,98,3,9,8,5,55,4,12,148,11,434,2018,0.6363636363636364
7,119,27,2.0,14,0.0,188,4,39,21,7,66,3,16,201,16,730,2019,0.6959008579599618
2,68,11,1.0,7,0.0,117,2,18,20,13,53,5,18,130,14,479,2020,0.6302631578947369
3,64,2,1.0,4,0.0,130,2,19,24,5,79,2,13,168,23,539,2021,0.67375
3,65,8,1.0,10,0.0,112,0,24,22,10,50,1,18,157,24,505,2022,0.6296758104738155
0,48,9,1.0,4,0.0,107,4,19,18,6,77,2,16,176,27,514,2023,0.6701434159061278
4,68,7,0.0,8,0.0,124,2,12,16,13,52,6,12,116,23,463,2024,0.6421636615811374
1,63,8,0.0,8,0.0,142,7,13,20,5,89,3,25,220,27,631,2025,0.6980088495575221
5,109,6,1.0,8,0.0,103,2,28,19,15,28,2,32,180,21,559,2026,0.6043243243243244
5,97,8,2.0,14,0.0,100,2,27,11,7,22,1,26,143,26,491,2027,0.6002444987775061
4,98,7,2.0,11,0.0,108,2,34,19,10,29,4,27,120,16,491,2028,0.5965978128797084
2,113,6,0.0,16,0.0,88,2,21,12,6,26,0,26,142,26,486,2029,0.5579793340987371
2,73,12,0.0,3,0.0,55,3,7,9,5,20,1,34,145,22,391,2030,0.466030989272944
3,114,9,3.0,12,0.0,103,5,14,22,16,42,0,40,260,43,686,2031,0.5380392156862746
3,131,8,1.0,8,0.0,108,1,26,13,13,40,1,38,195,37,623,2032,0.5127572016460905
4,113,18,1.0,8,0.0,125,3,29,22,7,46,2,25,192,17,612,2033,0.6348547717842323
2,98,8,1.0,11,0.0,132,23,4,21,10,63,2,22,258,26,681,2034,0.5885911840968021
3,84,12,0.0,14,0.0,138,1,34,27,9,71,0,20,154,23,590,2035,0.6533776301218162
4,84,11,1.0,10,0.0,159,0,28,31,12,101,2,21,201,21,686,2036,0.6545801526717557
2,49,6,0.0,7,0.0,113,1,20,24,7,89,4,18,168,25,533,2037,0.7068965517241379
3,43,7,1.0,11,0.0,103,1,23,22,11,84,3,22,203,44,581,2038,0.6520763187429854
1,47,8,0.0,12,0.0,105,18,2,18,3,76,1,9,126,12,438,2039,0.6366279069767442
1,41,4,1.0,3,0.0,122,2,13,35,13,91,5,5,136,12,484,2040,0.6703601108033241
1,37,5,0.0,7,0.0,78,3,12,15,8,86,3,11,171,24,461,2041,0.6779411764705883
2,57,5,3.0,8,0.0,141,0,33,20,6,152,3,11,194,34,669,2042,0.7086864406779662
1,82,8,4.0,13,0.0,113,2,23,28,10,81,5,23,237,32,662,2043,0.5746527777777778
2,47,14,1.0,16,0.0,137,1,24,18,12,66,1,9,135,21,504,2044,0.6428571428571429
1,67,7,2.0,10,0.0,89,4,18,10,13,60,3,42,214,32,572,2045,0.595213319458897
10,103,6,0.0,24,0.0,81,0,31,16,16,41,0,43,257,35,663,2046,0.5609137055837563
1,132,6,3.0,12,0.0,74,0,22,9,21,37,1,38,178,35,569,2047,0.5293023255813953
0,0,0,0.0,0,0.0,77,0,22,8,0,0,1,35,168,23,334,2048,0.38258877434135163
6,94,15,3.0,13,0.0,114,5,22,12,10,50,2,28,181,30,585,2049,0.6230031948881789
10,138,12,1.0,4,0.0,125,2,17,21,14,34,0,21,137,25,561,2050,0.6111111111111112
11,125,15,2.0,12,0.0,177,0,32,22,15,56,1,38,167,22,695,2051,0.6600189933523267
4,132,19,1.0,10,0.0,155,6,35,17,15,41,5,25,150,26,641,2052,0.595724907063197
1,148,14,3.0,14,0.0,119,1,23,17,12,43,0,41,206,30,672,2053,0.6
3,138,11,2.0,6,0.0,130,1,22,13,13,34,5,35,231,32,676,2054,0.5451612903225806
3,118,12,4.0,4,0.0,84,2,24,7,14,26,1,42,189,29,559,2055,0.5663627152988855
0,151,7,0.0,8,0.0,86,2,18,11,16,31,1,47,236,33,647,2056,0.521774193548387
3,92,19,2.0,10,0.0,102,2,15,20,2,26,1,30,154,22,500,2185,0.585480093676815
7,82,3,3.0,12,0.0,95,1,20,20,6,19,3,32,170,25,498,2188,0.5545657015590201
1,131,12,1.0,6,0.0,115,1,37,28,19,40,1,37,171,42,642,2257,0.5884509624197983
1,60,5,2.0,6,0.0,72,2,10,13,5,47,1,18,151,18,411,2511,0.6576
2,93,3,2.0,4,0.0,65,2,21,15,4,50,0,16,166,44,487,2513,0.6172370088719898
2,93,7,2.0,6,0.0,188,2,12,27,8,168,7,22,292,27,863,2514,0.6843774781919112
5,76,6,2.0,8,0.0,98,2,18,19,19,50,3,34,279,42,661,2515,0.6092165898617512
0,154,14,4.0,11,0.0,122,5,30,20,13,57,3,45,203,42,723,2516,0.5756369426751592
5,122,7,0.0,4,0.0,125,7,20,14,8,58,2,20,291,25,708,2528,0.6679245283018868
1,141,6,0.0,10,0.0,159,8,26,24,11,52,5,28,238,32,741,2529,0.671804170444243
6,114,18,0.0,6,0.0,155,3,35,26,11,55,2,19,196,24,670,2532,0.5960854092526691
3,116,11,3.0,12,0.0,101,26,1,11,10,29,31,168,34,0,556,2536,0.4916003536693192
5,163,6,1.0,13,0.0,89,2,18,14,12,37,0,33,221,37,651,2538,0.525
3,81,8,2.0,11,0.0,101,0,24,24,8,137,3,13,284,19,718,2546,0.7510460251046025
1,90,7,2.0,8,0.0,113,2,19,24,13,67,3,24,285,44,702,2548,0.5796862097440132
4,145,13,1.0,5,0.0,108,3,26,25,16,43,1,41,204,36,671,2552,0.5794473229706391
2,144,4,0.0,20,0.0,95,3,13,13,16,27,2,37,212,40,628,2556,0.5089141004862237
2,126,10,1.0,21,0.0,128,2,21,1,19,61,6,33,236,41,708,2560,0.5924686192468619
3,115,7,1.0,12,0.0,136,2,36,32,11,35,3,23,137,14,567,2561,0.5887850467289719
3,116,13,3.0,9,0.0,156,3,40,31,12,124,4,28,241,20,803,2566,0.6787827557058326
