SEZIONE,Alternativa Municipale,"Beppe Sala Sindaco Noi, Milano",Fuxia People Maria Teresa Bald,Giorgia Meloni per Parisi,Io corro per Milano Lista Civ.,Italia dei Valori per B. Sala,Lega Nord Lega Lomb. Salvini,Milano Popolare Parisi Sindaco,Milano in Comune Rizzo Sindaco,Movimento 5 Stelle,Noi x Milano Mardegan Sindaco,Partito Comunista dei Lavorato,Partito Democratico Beppe Sala,Pensionati,Per Parisi Forza Italia Berl.,Radicali con Cappato Sindaco,Sinistra x Milano,TOTALE,AFFLUENZA
1328,1,65,1,18,8,2,74,12,9,48,1,2,129,0,85,4,7,466,0.5374855824682814
1329,2,25,0,7,4,2,37,2,12,21,2,2,87,2,38,5,3,251,0.4780952380952381
1331,0,23,0,10,9,1,52,15,11,42,3,3,94,3,76,8,3,353,0.4304878048780488
1332,1,29,1,5,11,3,57,5,15,31,4,1,109,3,85,3,9,372,0.5173852573018081
1333,2,41,0,14,8,3,53,15,20,50,2,1,118,1,93,5,21,447,0.5353293413173653
1334,5,22,1,7,5,4,63,7,23,31,1,0,116,2,77,7,25,396,0.5673352435530086
1338,1,23,4,12,5,2,62,9,15,45,4,1,91,4,77,4,7,366,0.5228571428571429
1339,1,13,0,6,6,2,64,6,11,53,5,1,73,3,82,3,9,338,0.42355889724310775
1340,4,26,0,6,12,9,77,6,9,61,6,5,148,2,108,7,5,491,0.5130616509926855
1341,5,30,4,3,4,2,76,5,29,74,5,1,150,1,67,5,16,477,0.5788834951456311
1342,1,19,0,7,13,1,42,14,12,42,5,0,88,4,80,10,13,351,0.47885402455661663
1343,2,31,1,5,7,1,42,13,12,44,1,3,123,1,97,10,12,405,0.5113636363636364
1345,0,16,1,5,23,2,57,12,14,51,8,1,76,1,53,3,7,330,0.4583333333333333
1346,0,21,1,4,6,3,39,10,15,51,3,1,76,2,77,5,9,323,0.4908814589665654
1348,0,35,2,12,7,4,49,15,24,73,8,0,125,2,78,1,16,451,0.47126436781609193
1349,1,20,1,5,14,1,49,16,9,40,3,0,77,1,96,9,7,349,0.43954659949622166
1350,1,25,1,9,4,4,51,10,6,40,4,2,102,5,80,5,29,378,0.4621026894865526
1351,3,22,1,1,6,4,36,2,18,36,2,1,66,6,50,9,6,269,0.3475452196382429
1352,0,38,1,13,23,3,37,10,7,8,1,0,113,0,104,10,8,376,0.47534766118836913
1354,5,26,0,12,5,21,53,5,13,50,2,1,136,2,79,4,29,443,0.5211764705882352
1357,0,56,2,3,7,2,27,7,20,24,7,0,145,0,70,16,27,413,0.5680880330123796
1358,0,48,2,14,7,2,38,15,20,22,2,0,124,1,78,3,21,397,0.49874371859296485
1359,1,61,1,6,35,3,47,7,3,21,3,0,129,0,98,13,13,441,0.4819672131147541
1361,0,46,0,18,13,2,43,2,14,42,18,4,143,3,76,5,25,454,0.4623217922606925
1362,2,37,3,11,14,1,58,15,14,59,3,3,126,1,87,5,11,450,0.535077288941736
1366,0,31,0,11,13,4,39,11,18,24,3,2,132,1,91,5,18,403,0.5295663600525624
1368,2,38,1,9,21,0,41,12,19,37,4,0,200,0,93,7,18,502,0.5553097345132744
1369,0,30,1,8,5,5,45,10,19,50,0,2,173,2,76,5,17,448,0.5417170495767836
1371,4,27,2,9,14,3,71,27,21,78,3,2,101,0,121,4,16,503,0.5245046923879041
1373,0,27,2,11,9,2,54,6,15,43,6,4,122,2,104,2,5,414,0.5168539325842697
1374,1,34,0,8,11,5,40,8,22,44,5,2,145,2,54,10,21,412,0.5156445556946183
1375,2,33,1,9,10,1,58,8,20,44,4,1,134,4,75,5,19,428,0.4988344988344988
1377,1,34,3,15,8,6,41,28,12,43,6,2,131,0,77,9,18,434,0.44881075491209926
1382,0,24,0,5,11,3,33,14,22,29,6,3,129,1,69,8,26,383,0.5510791366906475
1383,0,37,2,20,10,4,45,14,7,49,3,0,118,1,96,6,24,436,0.4733984799131379
1384,1,42,0,5,8,6,35,9,11,44,6,1,115,1,80,13,13,390,0.49056603773584906
1387,5,18,0,11,7,2,34,10,4,61,4,2,90,2,124,5,7,386,0.556998556998557
1388,0,23,0,3,5,3,26,9,9,33,3,3,74,3,94,4,2,294,0.47495961227786754
1391,2,32,4,10,9,4,100,15,23,55,5,3,162,1,101,7,22,555,0.5172413793103449
1392,0,21,1,2,5,2,43,20,6,35,3,3,103,1,78,5,3,331,0.42764857881136953
1394,4,11,0,6,3,2,33,10,10,34,4,1,77,1,52,7,23,278,0.4752136752136752
1396,1,36,1,10,12,6,45,19,8,18,4,2,98,1,70,3,9,343,0.516566265060241
1398,2,13,0,2,5,3,31,7,7,35,2,2,56,0,46,0,5,216,0.39344262295081966
1399,0,29,1,11,6,6,43,17,21,50,4,2,131,4,72,6,9,412,0.5036674816625917
1400,0,25,1,9,2,4,32,9,12,41,1,3,84,2,52,3,0,280,0.4713804713804714
1401,2,27,1,11,12,0,36,9,21,55,11,1,81,3,57,8,8,343,0.48652482269503544
1403,0,27,0,12,11,3,40,8,14,36,6,2,141,1,70,14,29,414,0.5287356321839081
1404,0,19,1,8,4,1,36,5,10,50,3,2,64,1,71,0,8,283,0.4155653450807636
1406,0,14,1,10,7,0,58,12,12,72,6,0,95,2,76,3,13,381,0.450887573964497
1407,2,28,2,15,5,1,38,9,10,32,3,1,143,0,82,2,14,387,0.5180722891566265
1410,0,20,0,11,5,6,55,6,16,40,3,0,86,0,62,5,10,325,0.4287598944591029
1411,2,33,1,7,12,0,44,13,8,28,3,3,119,0,58,8,11,350,0.4369538077403246
1412,0,22,1,4,5,3,32,7,26,42,3,3,99,0,46,4,8,305,0.4699537750385208
1413,3,27,1,6,10,5,39,9,12,22,2,1,119,3,86,6,11,362,0.4993103448275862
1415,3,27,2,7,18,1,60,18,13,83,3,0,173,2,90,8,20,528,0.5575501583949314
1417,2,27,1,8,11,4,51,21,18,37,6,2,174,2,89,10,70,533,0.5664187035069076
1419,0,30,1,4,8,4,66,10,11,48,1,2,124,2,78,4,14,407,0.5320261437908497
1420,0,17,2,5,17,1,50,24,14,48,7,3,138,5,70,6,15,422,0.5417201540436457
1421,0,0,0,2,0,0,5,5,0,10,0,0,1,0,3,0,0,26,0.042692939244663386
1423,0,40,0,9,14,3,35,18,3,18,6,1,93,2,71,9,11,333,0.471671388101983
1424,0,33,0,6,12,4,31,9,12,35,5,2,109,4,50,11,8,331,0.4597222222222222
1425,0,22,3,5,8,1,44,9,15,66,3,2,114,2,69,3,7,373,0.4703656998738966
1426,0,65,1,10,23,4,33,14,6,24,8,1,145,2,98,16,22,472,0.5005302226935313
1428,1,45,0,15,17,1,40,15,12,27,6,2,127,0,86,10,21,425,0.49189814814814814
1430,2,46,0,23,12,2,71,6,27,80,3,4,169,5,98,7,26,581,0.5651750972762646
1432,2,21,0,9,5,3,38,7,1,39,3,5,74,2,74,7,10,300,0.43923865300146414
1439,1,15,2,3,9,3,62,10,9,52,1,3,76,4,62,7,5,324,0.43902439024390244
1441,0,6,1,2,9,1,33,10,10,28,5,0,60,3,83,1,5,257,0.3645390070921986
1442,3,24,1,9,5,3,48,13,6,60,2,3,94,2,89,7,9,378,0.5135869565217391
1443,0,51,1,10,9,3,53,10,14,32,7,2,142,1,80,13,28,456,0.5454545454545454
1446,0,27,0,18,3,1,37,21,17,45,8,3,156,4,105,9,4,458,0.5739348370927319
1447,0,13,0,5,1,2,66,14,15,58,0,11,90,0,103,2,13,393,0.5177865612648221
1448,1,43,1,13,28,3,66,16,11,39,7,1,147,0,112,11,14,513,0.54
1449,0,23,0,9,14,0,46,22,14,33,4,1,117,0,96,5,48,432,0.5179856115107914
1450,1,18,1,7,17,2,65,13,19,59,6,0,117,4,80,2,17,428,0.576043068640646
1451,1,20,2,25,15,4,40,12,21,64,13,2,137,3,100,4,10,473,0.48662551440329216
1452,3,24,0,12,11,7,66,24,8,49,6,2,114,4,86,5,14,435,0.5311355311355311
1453,5,19,2,4,6,4,56,6,19,41,11,1,117,0,81,7,17,396,0.4823386114494519
1454,0,21,2,11,7,2,56,8,6,49,1,3,87,1,78,4,15,351,0.4086146682188591
1455,0,31,1,10,7,4,87,11,24,56,1,7,127,4,75,8,16,469,0.5329545454545455
1457,0,27,1,7,7,4,65,22,24,57,2,2,104,3,79,11,22,437,0.49715585893060293
1458,1,14,1,2,10,1,38,18,13,61,2,0,81,0,76,7,21,346,0.5195195195195195
1459,0,20,0,7,5,3,86,12,15,71,3,4,156,5,103,5,11,506,0.5270833333333333
1460,0,27,1,14,12,1,91,17,23,100,19,3,169,1,89,3,23,593,0.5894632206759444
1461,0,35,1,16,14,1,44,22,12,36,3,2,110,2,85,14,9,406,0.5165394402035624
1463,0,29,3,12,10,3,54,22,6,46,0,2,150,2,114,3,13,469,0.5447154471544715
1464,4,35,4,10,6,1,57,27,31,104,1,1,179,5,92,9,15,581,0.5533333333333333
1465,1,12,2,5,4,4,43,5,6,27,12,3,42,0,58,7,3,234,0.44571428571428573
1466,1,30,1,16,14,2,48,14,27,48,3,1,139,1,100,13,36,494,0.5375408052230686
1468,0,23,0,10,14,3,37,13,9,38,3,1,97,0,68,4,10,330,0.4888888888888889
1470,1,21,0,5,7,2,51,14,7,46,2,0,88,3,81,0,3,331,0.47017045454545453
1471,0,34,0,11,7,3,65,4,27,47,6,2,168,1,128,7,21,531,0.6047835990888383
1474,1,22,0,18,13,3,89,13,12,85,11,2,209,2,144,4,11,639,0.5905730129390019
1476,0,37,2,5,15,2,43,10,14,20,8,4,96,1,74,7,11,349,0.589527027027027
1478,0,35,0,8,11,2,67,9,16,45,10,0,143,0,117,4,11,478,0.5532407407407407
1479,0,36,2,10,8,5,68,16,20,59,4,2,154,1,141,10,9,545,0.549949545913219
1480,3,19,0,7,6,7,43,14,9,56,3,2,98,4,83,3,9,366,0.5062240663900415
1483,3,18,0,7,10,0,69,12,10,41,7,1,77,4,121,5,2,387,0.4713763702801462
1484,2,44,1,16,18,3,40,16,10,26,2,2,115,1,76,13,15,400,0.4550625711035267
1486,2,23,0,21,10,0,57,11,9,62,5,1,63,2,87,6,18,377,0.4896103896103896
1488,0,8,0,5,0,0,21,4,1,49,5,6,34,1,56,6,6,202,0.36200716845878134
1489,3,19,0,5,2,0,40,5,10,38,1,0,63,4,49,5,3,247,0.39456869009584666
1491,4,19,0,10,12,5,46,3,11,36,1,1,72,2,71,5,8,306,0.43342776203966005
1492,2,20,0,10,6,2,42,12,21,62,1,0,91,1,141,6,6,423,0.5416133162612036
1494,0,5,0,3,8,2,31,6,10,40,0,3,46,4,46,3,2,209,0.34891485809682804
1495,1,26,0,6,5,2,49,5,6,33,2,1,75,2,72,12,14,311,0.4829192546583851
1496,1,23,1,7,13,0,60,22,12,53,2,1,108,2,103,4,9,421,0.49182242990654207
1499,0,23,3,5,15,3,42,6,21,35,2,1,106,1,112,6,10,391,0.5356164383561643
1500,1,16,1,11,8,3,42,14,10,39,2,1,80,4,81,7,10,330,0.44594594594594594
1501,0,46,3,7,18,4,46,11,12,31,3,1,124,2,111,7,9,435,0.5311355311355311
1503,1,56,0,18,22,9,53,11,9,28,7,2,128,0,96,8,19,467,0.5500588928150766
1504,0,13,1,7,9,2,65,8,6,77,4,1,80,2,65,3,4,347,0.45657894736842103
1505,1,32,2,9,13,4,63,7,12,45,3,2,164,2,121,3,16,499,0.6130221130221131
1506,0,24,3,6,3,6,49,12,23,48,2,3,184,7,72,6,8,456,0.6055776892430279
1507,1,41,0,9,13,2,30,8,15,35,4,2,116,3,60,14,26,379,0.4973753280839895
1508,4,43,0,12,29,3,26,19,12,25,35,0,151,1,122,21,28,531,0.5474226804123712
1512,7,32,1,4,1,6,48,8,29,72,6,32,93,4,58,13,17,431,0.4250493096646943
1514,3,19,0,3,7,2,46,13,25,36,1,4,135,4,119,5,6,428,0.5232273838630807
1515,1,23,1,6,2,2,63,13,17,54,5,1,102,0,78,4,6,378,0.45652173913043476
1516,0,36,2,7,12,5,63,25,11,52,2,2,137,1,98,9,15,477,0.5276548672566371
1517,1,38,0,11,26,4,66,19,14,69,8,2,154,1,103,5,19,540,0.5079962370649106
1520,4,29,0,14,9,4,41,9,16,40,2,1,117,4,79,7,14,390,0.5051813471502591
1521,0,18,3,15,8,2,19,7,16,20,6,0,79,0,27,6,12,238,0.4033898305084746
1523,2,43,2,15,8,3,71,9,24,66,1,0,111,6,90,8,30,489,0.5563139931740614
1525,3,35,0,15,5,3,52,32,20,34,8,4,141,1,89,19,31,492,0.5509518477043673
1526,0,8,0,4,8,1,26,7,6,34,4,8,30,1,54,4,3,198,0.33221476510067116
1528,0,12,2,7,4,4,47,4,8,63,1,5,77,3,79,3,5,324,0.43142476697736354
1529,2,36,2,7,16,7,73,7,13,59,5,5,201,1,140,4,19,597,0.6073245167853509
1530,7,24,3,10,8,1,54,16,5,53,0,4,103,5,69,10,10,382,0.5426136363636364
1531,1,35,0,7,4,2,49,9,12,38,3,2,86,4,86,6,2,346,0.46442953020134226
1532,0,2,1,1,1,0,0,0,1,2,0,1,9,1,12,0,1,32,16.0
1534,0,7,0,0,1,1,6,3,1,3,0,1,14,0,9,0,0,46,2.3
1535,0,3,0,0,0,0,3,0,0,1,0,0,3,0,3,0,2,15,inf
1536,0,0,0,0,1,1,2,1,1,2,0,0,10,0,3,0,1,22,inf
1538,0,0,0,1,0,0,2,0,0,0,0,0,1,0,5,0,6,15,15.0
1539,0,1,0,2,0,1,3,1,1,1,0,0,5,0,1,0,1,17,4.25
1540,0,3,0,0,0,0,3,1,0,1,2,0,8,0,4,1,0,23,inf
1541,0,11,1,0,1,1,5,0,3,5,2,0,14,1,13,0,0,57,4.75
1544,0,1,0,0,0,1,0,1,1,4,0,0,3,0,7,0,0,18,inf
1547,0,5,0,1,0,1,5,1,0,0,1,1,17,1,16,0,0,49,inf
1550,1,7,0,1,0,1,1,2,0,2,1,1,4,0,4,1,0,26,0.10569105691056911
1552,2,31,0,4,7,2,58,13,10,53,3,7,143,4,79,4,20,440,0.489432703003337
1553,0,44,1,3,17,2,43,16,10,23,6,1,88,1,82,11,9,357,0.5056657223796034
1554,0,29,3,17,11,2,32,8,15,34,0,1,118,3,49,9,12,343,0.48583569405099153
1556,1,23,0,2,22,2,31,6,6,32,1,0,71,2,63,2,7,271,0.4680483592400691
1558,3,48,0,12,36,3,64,12,14,25,11,2,130,0,117,11,27,515,0.540398740818468
1559,0,41,1,6,22,2,67,16,13,32,5,0,152,2,96,4,12,471,0.5407577497129736
1565,0,31,1,14,16,0,41,13,24,52,2,2,137,1,90,5,18,447,0.5366146458583433
1566,0,32,2,13,4,6,51,10,21,45,4,0,137,0,74,7,32,438,0.5315533980582524
1568,1,36,0,5,5,3,55,5,16,48,7,2,125,0,89,5,7,409,0.46583143507972663
1571,1,30,0,8,6,0,42,9,13,53,4,2,120,5,94,8,10,405,0.4387865655471289
1572,0,18,0,14,14,6,57,8,12,68,13,4,92,3,104,7,10,430,0.530209617755857
1573,1,11,5,12,5,4,43,6,7,42,2,2,89,4,75,6,12,326,0.4801178203240059
1574,2,33,0,12,11,2,56,14,12,43,0,2,109,2,82,10,7,397,0.5012626262626263
1579,0,43,4,9,11,3,53,14,11,51,6,2,203,3,112,7,37,569,0.5605911330049261
1583,0,26,0,12,10,2,45,19,15,52,8,2,141,1,66,14,18,431,0.5401002506265664
1586,0,26,0,6,4,1,50,11,6,36,5,0,72,2,63,3,8,293,0.4240231548480463
1587,0,44,0,12,13,3,75,26,18,72,7,3,133,2,112,3,9,532,0.5833333333333334
1588,0,32,0,10,7,2,63,7,18,61,10,0,114,1,84,8,6,423,0.5500650195058517
1590,2,46,1,12,16,4,50,12,4,45,2,0,131,1,95,9,14,444,0.4966442953020134
1592,1,51,1,8,1,4,44,14,11,49,3,2,128,0,42,8,22,389,0.5328767123287671
1593,2,31,0,5,12,4,57,11,10,40,1,0,135,0,77,7,12,404,0.4665127020785219
1594,2,35,0,17,21,5,63,67,14,102,11,0,172,1,89,3,22,624,0.6111655239960823
1595,7,29,3,11,11,0,46,21,20,47,6,0,145,2,68,12,61,489,0.5297941495124594
1596,2,11,2,16,10,5,60,12,12,49,6,2,105,2,96,5,18,413,0.5744089012517385
1597,0,24,0,14,5,0,50,7,12,23,6,1,88,0,73,7,20,330,0.5296950240770465
1599,2,21,0,1,4,3,57,7,13,45,1,0,104,1,88,7,7,361,0.4440344403444034
1601,0,5,1,5,2,0,49,5,10,59,0,0,91,1,78,3,2,311,0.44365192582025675
1605,0,36,1,17,8,2,47,6,15,36,3,0,98,2,92,11,15,389,0.5263870094722598
1606,0,34,1,20,12,2,70,15,13,39,6,1,150,4,102,9,11,489,0.6082089552238806
1608,0,45,1,17,15,5,44,16,8,32,5,2,142,0,104,6,23,465,0.5178173719376392
1609,1,5,0,2,6,1,31,6,12,54,1,6,36,2,60,4,7,234,0.3577981651376147
1610,0,33,0,11,6,3,47,22,20,54,9,5,139,2,90,8,9,458,0.4836325237592397
1613,0,54,0,14,22,4,41,27,12,25,9,1,167,0,118,9,19,522,0.5631067961165048
1615,2,17,0,4,7,5,60,13,4,41,2,1,84,0,53,7,1,301,0.4174757281553398
1616,0,22,0,8,6,3,40,11,14,37,0,0,73,4,79,5,6,308,0.4295676429567643
1617,0,20,2,14,10,1,56,19,31,57,4,1,96,3,75,2,9,400,0.49504950495049505
1620,3,48,0,7,12,2,63,11,24,59,6,4,163,3,85,13,20,523,0.5117416829745597
1621,1,36,0,6,4,8,43,11,11,64,3,3,97,1,80,5,9,382,0.49163449163449163
1622,0,53,0,18,34,2,69,40,8,56,9,0,190,2,57,13,24,575,0.515695067264574
1625,1,36,2,11,21,3,18,13,30,22,5,1,142,0,54,6,17,382,0.5032938076416338
1630,0,55,0,7,11,6,30,9,23,56,0,0,158,3,74,9,38,479,0.4780439121756487
1634,0,76,0,10,28,2,44,20,1,14,3,0,128,0,119,7,19,471,0.5370581527936146
1635,0,46,1,10,22,1,27,26,20,39,7,3,126,0,79,13,8,428,0.5101311084624554
1637,0,47,0,13,24,8,35,16,11,27,0,1,133,2,110,11,14,452,0.47780126849894294
1638,2,36,1,9,9,3,30,12,17,80,3,0,142,2,76,4,26,452,0.5478787878787879
1641,7,33,2,8,5,1,40,29,6,35,22,3,133,0,81,11,26,442,0.53125
1643,1,36,1,26,16,2,58,15,28,49,3,3,118,1,85,9,21,472,0.5375854214123007
1644,1,40,1,15,22,1,40,7,31,36,34,3,139,4,76,4,18,472,0.5812807881773399
1645,0,37,3,11,25,0,41,16,19,50,8,1,112,2,84,9,19,437,0.5028768699654775
1647,1,34,0,10,8,1,67,13,17,30,11,1,138,3,69,5,24,432,0.5654450261780105
1649,0,18,0,0,5,1,35,9,11,42,1,4,95,1,76,3,3,304,0.4287729196050776
1657,0,34,0,12,17,6,37,10,7,46,3,2,117,2,105,13,17,428,0.5290482076637825
1658,0,32,3,5,6,5,45,3,9,71,18,2,163,0,70,6,19,457,0.45024630541871924
1659,2,16,1,11,5,0,46,6,11,49,1,2,66,2,83,8,9,318,0.4746268656716418
1660,0,25,0,5,5,5,39,7,13,36,3,1,106,2,76,4,7,334,0.48830409356725146
1662,1,19,1,10,7,5,28,11,18,45,3,4,100,2,72,10,9,345,0.4886685552407932
1663,2,34,0,13,4,5,65,11,10,43,3,1,94,0,91,3,9,388,0.4720194647201946
1667,0,34,1,3,19,4,44,10,22,29,1,1,100,2,59,5,25,359,0.49654218533886585
1668,1,34,0,5,6,1,39,14,16,43,6,0,100,2,96,9,12,384,0.5267489711934157
1669,1,40,0,15,17,6,55,23,27,43,3,3,158,1,95,7,17,511,0.5413135593220338
1670,3,41,0,9,14,3,70,22,19,83,6,0,227,1,109,7,22,636,0.6253687315634219
1676,0,35,1,6,13,5,68,17,12,56,2,3,112,1,68,5,29,433,0.48164627363737483
1677,4,19,2,6,5,4,40,8,16,57,1,4,98,3,87,7,15,376,0.44976076555023925
1679,2,16,1,3,4,4,30,9,8,37,1,1,52,1,60,4,4,237,0.3500738552437223
1680,1,33,0,19,12,0,65,26,8,56,4,0,135,1,102,10,12,484,0.5413870246085011
1682,0,25,0,9,7,3,68,29,8,51,5,1,119,5,92,8,14,444,0.5186915887850467
1683,3,29,2,14,8,5,106,12,16,75,8,2,163,0,93,11,23,570,0.5438931297709924
1685,1,27,1,11,27,9,52,18,18,51,7,3,113,3,89,11,24,465,0.5502958579881657
1688,1,5,2,0,16,4,44,11,12,35,11,3,88,4,99,7,13,355,0.4604409857328145
1691,0,54,0,11,9,3,44,9,14,24,15,0,119,1,97,7,9,416,0.5042424242424243
1693,1,13,1,4,0,1,50,9,9,48,4,2,99,3,74,5,2,325,0.45327754532775455
1695,1,6,0,12,8,2,23,7,9,31,5,0,59,2,96,4,0,265,0.4089506172839506
1696,4,34,0,24,6,4,43,11,21,48,1,3,118,0,96,13,25,451,0.5388291517323776
1699,0,40,1,11,15,5,41,13,9,38,7,0,101,0,89,7,9,386,0.5553956834532374
1701,0,34,1,6,9,2,45,13,8,34,4,1,91,4,84,4,11,351,0.54
1705,2,26,1,7,6,8,50,10,15,63,3,3,116,2,77,5,14,408,0.504950495049505
1706,0,20,0,15,6,0,60,13,9,40,6,0,121,3,74,5,14,386,0.47890818858560796
1708,1,32,1,7,8,2,64,14,18,48,6,2,102,3,75,10,10,403,0.4626865671641791
1709,3,40,0,12,14,3,60,22,9,40,9,2,147,1,142,6,15,525,0.554968287526427
1710,0,45,0,15,22,7,91,24,33,74,3,1,162,3,98,12,18,608,0.5608856088560885
1711,5,31,2,9,11,3,42,17,19,39,4,4,128,2,83,6,14,419,0.5310519645120405
1712,1,22,2,11,2,3,60,7,16,52,0,0,76,0,96,10,3,361,0.4839142091152815
1717,0,25,1,8,3,2,56,6,10,57,4,3,96,2,69,3,7,352,0.43403205918618987
1718,1,5,2,6,1,3,52,6,4,42,0,1,73,2,72,5,4,279,0.36856010568031705
1719,3,18,0,11,4,1,55,16,8,49,6,2,86,1,107,11,4,382,0.5357643758765779
1720,0,8,0,7,3,1,36,3,10,36,3,2,49,2,60,2,1,223,0.35852090032154343
1721,3,17,2,6,0,1,49,8,12,24,4,2,64,1,70,4,0,267,0.375
1722,2,32,1,7,18,3,44,10,10,41,0,1,135,2,107,5,12,430,0.5375
1724,0,24,0,9,29,3,74,7,15,38,3,1,103,4,76,11,10,407,0.49393203883495146
1725,0,31,1,9,10,1,41,9,21,51,2,4,157,0,81,5,16,439,0.5564005069708492
1727,1,7,1,4,2,3,56,5,8,30,2,0,96,1,91,2,2,311,0.4442857142857143
1732,0,17,0,9,6,4,48,25,11,42,0,1,80,3,66,0,2,314,0.4750378214826021
1733,3,13,0,13,5,6,26,15,8,55,1,3,88,3,86,1,2,328,0.4837758112094395
1735,2,36,0,10,5,4,46,11,25,70,4,2,147,0,68,5,14,449,0.5449029126213593
1739,0,35,0,5,7,3,55,6,5,38,3,3,100,4,72,6,7,349,0.4640957446808511
1743,1,30,0,16,7,1,42,11,14,49,18,4,128,6,100,7,37,471,0.5674698795180723
1744,5,20,0,8,2,7,68,12,15,49,5,2,109,1,73,1,19,396,0.5447042640990372
1745,5,38,0,7,6,3,46,9,9,20,8,1,165,1,76,6,11,411,0.6362229102167183
1747,5,26,0,6,25,2,37,49,17,25,4,1,122,0,85,0,75,479,0.6196636481241915
1749,5,37,1,3,20,3,34,15,8,34,2,0,108,1,79,9,15,374,0.5807453416149069
1750,1,28,2,12,6,1,64,17,9,72,3,1,126,0,107,14,8,471,0.5352272727272728
1751,1,42,1,13,16,3,43,15,8,39,7,0,126,0,78,10,15,417,0.52125
1753,1,44,0,10,16,3,30,16,17,30,1,1,121,1,67,8,20,386,0.5019505851755527
1754,2,49,0,10,7,2,45,14,10,31,11,1,149,0,89,16,13,449,0.5801033591731266
1758,0,51,0,19,27,2,48,13,6,22,5,1,110,1,83,5,12,405,0.4815695600475624
1759,1,55,1,14,55,4,38,38,10,29,4,1,156,0,120,15,12,553,0.5212064090480678
1760,0,24,3,9,7,2,61,15,10,60,2,1,101,2,95,14,9,415,0.5193992490613266
1761,1,29,0,10,23,0,32,13,12,31,5,0,110,1,87,6,18,378,0.5242718446601942
1762,2,19,2,12,7,1,36,4,10,34,3,4,162,1,62,6,13,378,0.6116504854368932
1764,0,24,1,12,11,0,56,14,29,40,1,1,115,1,79,2,13,399,0.5168393782383419
1765,0,48,0,16,50,4,36,11,2,15,9,0,111,2,107,15,6,432,0.48868778280542985
1772,2,58,0,10,8,1,43,11,17,28,30,1,122,0,70,8,18,427,0.5258620689655172
1773,0,19,1,4,3,2,35,7,22,49,5,1,139,2,101,9,17,416,0.6072992700729927
1774,3,25,0,13,6,2,72,11,17,61,13,1,168,4,93,5,16,510,0.5821917808219178
1780,5,20,0,5,9,10,52,11,16,50,10,2,103,3,72,2,14,384,0.49612403100775193
1781,1,30,0,18,9,3,50,13,11,50,8,4,157,3,111,13,29,510,0.5156723963599595
1786,0,23,0,7,1,0,39,13,17,38,3,3,136,2,61,5,15,363,0.5689655172413793
1787,4,21,2,6,9,4,76,12,13,53,3,0,108,4,92,5,5,417,0.49174528301886794
1789,1,34,2,11,25,2,57,31,32,81,5,2,157,2,130,9,20,601,0.6208677685950413
1790,3,18,1,2,11,2,58,9,9,27,1,2,160,4,76,10,14,407,0.5660639777468707
1794,1,50,1,8,14,2,46,14,15,31,1,1,170,1,86,10,31,482,0.49690721649484537
1799,3,25,1,11,14,3,56,9,13,30,14,1,113,2,82,5,28,410,0.5488621151271754
1800,3,39,0,14,10,1,75,9,16,46,7,0,150,3,82,7,20,482,0.5403587443946188
1801,3,27,2,14,9,0,73,21,18,60,3,3,141,1,133,5,23,536,0.5726495726495726
1806,3,24,0,9,15,2,69,18,7,69,4,1,109,2,133,6,14,485,0.5376940133037694
1809,1,25,1,11,3,4,54,20,26,43,5,3,108,1,101,8,18,432,0.5489199491740788
1811,2,21,1,12,0,1,56,6,6,24,1,5,76,0,73,8,13,305,0.4572713643178411
1815,1,25,0,4,9,3,38,8,18,51,0,1,120,0,103,3,12,396,0.5673352435530086
1818,1,25,2,27,4,2,48,17,13,45,4,1,125,3,104,10,15,446,0.5540372670807453
1819,0,27,1,20,5,2,47,24,17,31,1,0,92,0,76,3,3,349,0.48675034867503486
1823,0,26,0,18,13,1,48,8,14,33,2,2,97,0,33,10,11,316,0.46607669616519176
1824,1,14,1,7,11,3,72,5,18,77,5,4,84,4,75,7,11,399,0.5377358490566038
1826,2,21,2,8,5,5,53,6,19,69,1,2,102,4,70,2,4,375,0.5006675567423231
1832,0,24,1,7,2,3,43,6,4,37,1,1,89,5,70,4,2,299,0.40791268758526605
1833,0,33,0,15,16,3,41,10,18,40,4,1,153,2,90,12,34,472,0.532130777903044
1834,0,36,1,9,15,1,47,21,17,24,1,0,112,0,63,5,15,367,0.48289473684210527
1842,2,15,0,15,4,5,75,18,28,49,1,0,84,3,83,1,1,384,0.44547563805104406
1846,1,20,2,8,7,5,92,19,12,80,6,7,140,4,107,11,25,546,0.5368731563421829
1847,0,41,2,13,19,3,74,36,15,45,5,6,152,2,93,6,18,530,0.5767138193688792
1848,0,30,2,11,20,1,80,16,9,50,4,1,126,0,133,3,12,498,0.6058394160583942
1851,0,16,1,10,10,4,50,8,8,42,2,1,110,2,84,6,14,368,0.5205091937765205
1855,0,12,1,8,10,4,48,13,8,28,9,2,47,5,68,2,4,269,0.37727910238429174
1863,1,31,0,3,6,2,35,13,16,60,5,5,113,2,69,18,21,400,0.4140786749482402
1872,0,33,1,1,12,0,33,11,10,35,3,3,88,0,53,3,10,296,0.434654919236417
1873,1,22,1,5,6,1,29,7,24,33,3,2,117,1,61,8,6,327,0.5532994923857868
1882,1,40,0,13,3,3,52,15,3,6,2,0,116,2,57,1,15,329,0.43983957219251335
