SEZIONE,Bene comune,Destra F.T.,Difesa Vita,Italia Valori,Lega Nord,Lista del Grillo,Part. Comunista Lav.,Part. Democratico,Part. Socialista,Popolo Libertà,Sin. Arcobaleno,Sin. Critica,UDC Casini,Un. Consumatori,TOTALE,AFFLUENZA
1550,1,1,0,0,2,0,0,25,1,15,2,1,9,0,57,0.16521739130434782
1552,2,23,3,45,88,0,4,295,3,238,42,4,25,2,774,0.86
1553,0,11,2,32,86,1,1,159,5,217,17,3,21,0,555,0.8383685800604229
1554,0,9,6,20,82,1,1,186,2,182,20,2,10,0,521,0.802773497688752
1556,1,7,1,18,40,4,3,133,1,191,12,4,11,1,427,0.7374784110535406
1558,3,12,16,27,97,3,2,188,4,309,15,1,19,2,698,0.910039113428944
1559,1,21,1,32,101,2,1,212,4,276,21,2,24,0,698,0.87468671679198
1565,0,15,4,27,71,2,5,247,4,247,20,6,20,0,668,0.8542199488491049
1566,0,14,5,14,102,1,0,250,8,210,25,3,25,1,658,0.8680738786279684
1568,4,13,2,40,93,3,5,232,3,256,28,2,23,0,704,0.836104513064133
1571,3,13,9,20,87,0,2,232,3,271,30,4,15,0,689,0.8361650485436893
1572,4,19,1,50,79,1,1,211,3,244,17,2,23,1,656,0.7884615384615384
1573,1,17,4,33,64,0,2,209,7,190,26,1,25,0,579,0.8452554744525548
1574,2,13,8,33,93,5,1,236,0,246,18,3,26,1,685,0.8692893401015228
1579,0,19,5,34,92,2,2,285,4,314,33,3,18,1,812,0.8638297872340426
1583,2,15,3,42,67,2,2,209,1,217,21,7,23,0,611,0.8381344307270233
1586,2,9,2,24,79,2,4,168,1,206,19,1,12,2,531,0.7629310344827587
1587,2,18,5,44,109,2,1,271,4,251,29,3,26,0,765,0.9363525091799265
1588,0,8,9,35,98,2,2,226,3,224,25,1,11,3,647,0.8326898326898327
1590,1,18,6,35,77,3,1,210,5,313,18,1,21,0,709,0.9008894536213469
1592,3,15,2,37,63,4,3,213,4,170,27,5,13,0,559,0.8343283582089552
1593,1,14,7,36,81,3,2,205,4,231,24,3,23,0,634,0.8375165125495376
1594,1,16,1,49,106,5,1,340,7,219,37,4,29,1,816,0.9411764705882353
1595,0,12,7,42,58,2,6,282,4,243,23,3,23,2,707,0.8327444051825678
1596,1,12,1,26,95,6,2,171,2,226,23,1,19,0,585,0.8502906976744186
1597,0,11,3,26,74,2,1,202,1,206,13,3,15,0,557,0.8595679012345679
1599,5,15,3,33,84,2,5,185,5,238,36,2,37,3,653,0.7820359281437126
1601,2,20,1,30,83,2,1,170,2,215,9,4,13,4,556,0.7239583333333334
1605,1,11,1,14,77,1,2,165,5,246,16,2,15,0,556,0.8273809523809523
1606,1,15,6,30,79,1,2,186,0,289,19,0,25,2,655,0.894808743169399
1608,0,16,3,36,106,4,1,185,3,298,25,1,26,0,704,0.8922686945500634
1609,2,12,0,21,63,1,4,142,2,195,39,5,10,0,496,0.7359050445103857
1610,1,14,6,48,100,5,6,239,4,245,47,5,24,0,744,0.8464163822525598
1613,2,18,2,35,66,1,0,267,5,329,31,1,27,0,784,0.9434416365824309
1615,2,5,1,25,55,2,5,188,3,205,23,4,26,1,545,0.7404891304347826
1616,4,18,5,18,75,3,4,168,0,214,27,4,19,5,564,0.7726027397260274
1617,1,13,3,27,59,7,4,210,6,225,29,11,21,3,619,0.7805800756620429
1620,0,12,3,31,84,1,3,239,3,210,26,0,20,4,636,0.8122605363984674
1621,5,11,2,29,93,2,3,190,3,212,21,3,20,0,594,0.8027027027027027
1622,4,16,15,44,102,2,2,246,8,264,16,0,31,0,750,0.8992805755395683
1625,1,9,3,27,52,1,5,207,6,237,18,1,16,1,584,0.9096573208722741
1630,0,12,2,29,67,3,2,289,1,210,39,5,8,1,668,0.801920768307323
1634,2,19,6,16,73,1,1,213,4,305,6,2,29,2,679,0.8887434554973822
1635,1,12,11,30,93,3,1,227,4,261,20,2,21,3,689,0.9150066401062417
1637,0,21,8,28,81,2,2,220,5,356,12,2,25,1,763,0.9181708784596871
1638,2,14,3,40,69,2,2,267,6,202,26,4,17,3,657,0.8510362694300518
1641,1,13,5,30,68,5,5,206,3,277,26,3,27,0,669,0.9214876033057852
1643,1,28,4,22,80,6,4,227,6,268,30,1,22,0,699,0.8704856787048568
1644,4,17,4,36,72,2,2,226,2,254,39,3,18,1,680,0.8808290155440415
1645,3,13,3,35,90,4,0,222,2,267,31,1,18,1,690,0.8263473053892215
1647,1,17,4,31,80,1,2,210,8,217,33,1,26,0,631,0.8379814077025233
1649,3,17,3,19,52,3,2,193,9,209,29,4,16,0,559,0.7862165963431786
1657,4,18,4,26,74,1,0,217,2,278,18,1,17,0,660,0.868421052631579
1658,2,22,9,46,105,4,7,263,3,289,34,4,33,3,824,0.8556593977154725
1659,0,21,2,23,68,1,1,178,3,223,26,5,14,0,565,0.7946554149085795
1660,0,13,4,24,62,0,2,212,4,198,13,4,37,3,576,0.8228571428571428
1662,4,13,3,38,64,3,4,224,6,190,21,1,20,3,594,0.8125854993160054
1663,2,11,3,35,84,1,1,215,3,179,21,2,36,3,596,0.783180026281209
1667,3,12,4,42,47,3,4,219,1,172,24,3,15,0,549,0.8085419734904271
1668,0,8,4,21,53,2,2,189,1,213,17,2,8,1,521,0.8389694041867954
1669,0,17,5,34,58,1,1,197,2,206,37,1,20,2,581,0.8444767441860465
1670,4,11,1,49,80,1,2,231,1,233,16,2,24,1,656,0.9479768786127167
1676,0,13,1,33,93,4,3,197,1,225,34,3,22,3,632,0.8186528497409327
1677,2,16,1,27,71,4,8,237,8,259,31,8,14,0,686,0.8004667444574096
1679,4,12,2,28,53,3,5,145,11,190,23,3,10,2,491,0.7136627906976745
1680,0,19,5,34,106,5,4,186,3,270,28,3,26,0,689,0.8644918444165621
1682,3,12,2,25,93,4,5,213,9,244,20,4,21,1,656,0.8293299620733249
1683,0,18,3,48,163,4,2,249,3,239,30,3,17,1,780,0.8657047724750278
1685,1,19,5,42,91,3,2,212,5,241,36,0,24,1,682,0.7967289719626168
1688,2,13,7,23,87,1,3,198,2,243,28,5,18,2,632,0.8081841432225064
1691,0,11,13,14,94,2,0,174,2,309,6,0,22,1,648,0.9391304347826087
1693,3,7,0,22,65,2,6,185,15,216,32,3,13,1,570,0.7702702702702703
1695,1,9,2,22,57,7,4,147,6,207,33,2,16,0,513,0.6989100817438693
1696,0,17,3,37,79,3,3,237,5,200,20,3,22,2,631,0.8596730245231607
1699,0,16,12,26,76,0,3,169,8,216,15,0,17,0,558,0.8705148205928237
1701,0,11,5,30,60,0,2,194,1,230,17,4,11,0,565,0.8586626139817629
1705,2,19,1,25,89,5,4,237,9,235,35,5,23,2,691,0.8478527607361963
1706,1,12,6,31,78,1,0,220,5,236,19,3,22,2,636,0.8292046936114733
1708,5,23,4,27,84,5,4,221,7,233,30,2,18,2,665,0.7851239669421488
1709,0,18,4,30,93,1,2,224,4,339,21,1,26,2,765,0.8793103448275862
1710,2,17,4,40,114,4,1,281,5,242,49,3,34,2,798,0.9344262295081968
1711,1,8,4,35,79,4,3,188,5,228,33,4,19,3,614,0.8457300275482094
1712,3,20,1,21,72,1,4,189,3,230,29,3,7,1,584,0.7828418230563002
1717,1,22,1,13,40,2,4,153,3,192,15,3,24,1,474,0.7053571428571429
1718,1,24,0,29,56,3,6,184,5,200,28,5,6,3,550,0.704225352112676
1719,1,23,2,23,106,2,3,210,3,234,34,1,18,1,661,0.8241895261845387
1720,1,12,2,26,55,3,4,179,1,224,13,4,9,1,534,0.7639484978540773
1721,3,23,0,21,63,1,1,153,3,232,19,7,9,1,536,0.7243243243243244
1722,2,17,8,20,76,2,1,197,6,301,14,3,22,0,669,0.8688311688311688
1724,4,11,7,32,98,1,2,215,4,257,23,2,16,2,674,0.80622009569378
1725,0,13,4,40,78,3,3,264,5,217,28,2,17,3,677,0.8884514435695539
1727,4,14,1,26,55,2,7,206,10,213,27,3,11,1,580,0.7571801566579635
1732,2,10,3,31,52,1,2,188,4,225,17,5,16,1,557,0.8119533527696793
1733,1,14,2,16,75,2,3,183,5,220,30,5,12,1,569,0.7946927374301676
1735,0,17,2,34,86,3,5,309,2,188,29,1,23,1,700,0.8284023668639053
1739,0,17,8,21,67,5,0,187,2,221,30,3,12,0,573,0.7892561983471075
1743,1,17,5,39,83,2,3,247,3,275,22,0,21,0,718,0.8713592233009708
1744,2,11,1,35,75,0,6,224,10,197,38,4,17,0,620,0.8
1745,1,18,5,40,83,1,2,262,3,231,18,3,34,0,701,0.928476821192053
1747,0,10,2,40,69,0,2,237,7,230,27,2,19,0,645,0.8646112600536193
1749,0,4,7,23,79,2,2,180,1,238,13,0,17,0,566,0.8969889064976229
1750,0,10,2,35,55,1,4,185,2,249,45,6,17,0,611,0.7833333333333333
1751,1,19,6,33,70,0,5,205,5,259,24,2,20,0,649,0.8770270270270271
1753,2,17,7,26,49,2,1,212,2,206,15,1,19,1,560,0.8235294117647058
1754,1,14,22,32,77,1,2,231,3,261,7,3,16,1,671,0.922971114167813
1758,2,11,2,19,82,2,1,181,2,312,14,1,18,0,647,0.8558201058201058
1759,1,16,10,14,87,3,2,224,3,313,15,0,24,1,713,0.9344692005242464
1760,1,16,2,26,82,3,3,194,2,256,28,5,16,4,638,0.8372703412073491
1761,0,11,4,22,66,3,0,195,2,279,9,4,23,2,620,0.8819345661450925
1762,0,3,3,43,70,0,1,216,2,200,19,0,21,0,578,0.9059561128526645
1764,0,18,4,32,81,3,5,215,4,234,30,2,14,2,644,0.8277634961439588
1765,2,8,3,22,68,1,0,204,3,298,9,0,32,1,651,0.8532110091743119
1772,1,20,7,32,84,1,0,212,1,253,19,1,21,0,652,0.8728246318607764
1773,1,22,2,51,64,5,1,239,7,203,39,5,13,1,653,0.921015514809591
1774,2,17,0,36,123,2,0,233,6,202,22,3,23,1,670,0.8438287153652393
1780,2,14,5,34,94,4,2,186,5,181,22,0,15,1,565,0.8470764617691154
1781,2,17,5,37,88,5,2,210,10,308,25,0,16,1,726,0.8642857142857143
1786,2,12,0,49,84,4,0,263,1,158,38,2,11,1,625,0.9191176470588235
1787,2,16,5,30,78,3,2,202,6,234,18,3,13,4,616,0.803129074315515
1789,4,22,6,33,81,6,5,238,13,268,40,2,28,1,747,0.8747072599531616
1790,3,10,2,38,91,1,1,226,3,227,24,2,18,3,649,0.8951724137931034
1794,0,15,4,24,64,1,5,237,1,223,24,3,21,2,624,0.861878453038674
1799,0,8,2,26,100,1,0,201,3,195,25,2,23,2,588,0.789261744966443
1800,1,18,5,45,89,1,1,269,4,233,37,2,15,4,724,0.8350634371395617
1801,0,9,2,30,93,4,2,178,6,230,26,1,21,1,603,0.8589743589743589
1806,1,10,2,20,67,2,5,190,4,295,29,5,16,2,648,0.8503937007874016
1809,2,15,5,35,87,2,5,225,3,208,24,5,14,0,630,0.8192457737321196
1811,4,7,2,36,72,1,2,173,3,182,18,1,17,2,520,0.7951070336391437
1815,0,16,3,39,63,0,1,227,3,214,33,3,29,1,632,0.8765603328710125
1818,2,19,1,36,81,0,3,255,4,257,31,3,18,0,710,0.8897243107769424
1819,2,13,5,28,71,2,0,211,6,237,17,0,21,0,613,0.8455172413793104
1823,2,17,4,32,93,7,3,163,1,202,20,3,16,0,563,0.9008
1824,2,21,1,34,77,0,6,245,6,182,40,5,25,0,644,0.8462549277266754
1826,0,23,1,30,63,5,5,230,6,208,27,6,18,3,625,0.8002560819462228
1832,0,9,1,17,38,8,1,141,3,204,21,7,16,2,468,0.7585089141004863
1833,0,15,1,32,82,2,7,275,1,228,27,3,20,1,694,0.8675
1834,2,18,8,14,59,2,1,213,2,222,21,5,18,0,585,0.8666666666666667
1842,0,16,4,28,74,4,7,224,3,238,46,7,29,2,682,0.8023529411764706
1846,3,22,2,48,105,8,3,203,7,213,34,3,16,2,669,0.8756544502617801
1847,0,30,2,41,116,2,4,253,7,286,17,1,34,1,794,0.8677595628415301
1848,3,12,8,29,118,2,2,218,6,286,8,5,25,2,724,0.905
1851,3,19,2,29,96,2,0,167,1,186,20,7,23,3,558,0.8028776978417266
1855,3,13,0,18,60,4,2,143,2,217,19,4,14,8,507,0.6879240162822252
1863,2,24,2,34,71,8,5,301,8,268,34,9,12,0,778,0.8121085594989561
1872,3,8,3,24,66,1,2,146,3,179,23,1,16,1,476,0.8067796610169492
1873,2,12,2,28,71,1,1,199,6,138,27,3,14,0,504,0.8527918781725888
1882,1,12,5,36,77,2,4,231,1,198,29,3,14,2,615,0.8333333333333334
1884,1,8,11,25,98,4,0,257,2,196,24,5,13,0,644,0.8277634961439588
1887,4,16,3,35,95,1,2,186,4,265,27,4,13,1,656,0.8261964735516373
1888,1,12,6,24,74,2,1,169,5,208,25,1,19,0,547,0.865506329113924
1890,0,19,6,32,124,3,5,265,8,208,44,2,26,0,742,0.8719153936545241
1891,0,25,1,20,84,6,0,253,5,240,20,3,16,2,675,0.8869908015768725
1900,6,27,1,28,89,5,6,273,7,226,38,6,25,2,739,0.8256983240223463
1910,2,22,3,48,75,5,4,271,8,222,27,1,24,0,712,0.8456057007125891
1911,4,21,4,30,85,2,2,184,5,237,21,2,16,2,615,0.8601398601398601
1916,3,15,4,41,105,6,5,208,3,229,23,4,23,4,673,0.8088942307692307
1920,1,16,8,30,109,0,3,216,5,301,28,10,23,1,751,0.8573059360730594
1921,1,15,4,22,100,2,3,177,5,258,31,2,17,1,638,0.8680272108843538
1924,5,18,2,26,93,3,1,306,5,162,31,8,20,3,683,0.8054245283018868
1928,3,12,1,21,74,2,0,212,1,202,28,2,16,4,578,0.8731117824773413
1930,2,14,6,39,78,2,0,219,7,226,28,4,12,2,639,0.7947761194029851
1931,2,15,10,38,76,0,2,194,4,233,16,3,23,0,616,0.9085545722713865
1932,1,6,3,39,78,2,2,264,4,153,54,7,13,1,627,0.8843441466854725
1934,4,6,0,17,68,1,1,133,1,195,10,4,17,0,457,0.8462962962962963
1936,3,21,2,32,104,5,3,266,4,262,22,1,25,1,751,0.8732558139534884
1945,1,18,4,29,73,2,4,230,7,249,26,0,29,0,672,0.8347826086956521
1947,6,21,3,36,99,3,2,229,2,304,46,4,24,1,780,0.8024691358024691
1952,1,14,3,49,88,5,4,250,4,229,37,5,27,1,717,0.8597122302158273
1954,1,12,5,39,107,1,2,237,5,261,39,4,22,1,736,0.866902237926973
1957,5,13,7,70,112,1,0,311,3,264,26,2,30,2,846,0.9009584664536742
1958,3,13,0,30,71,3,0,177,2,269,25,0,24,0,617,0.8315363881401617
1959,1,16,2,31,71,2,5,266,5,238,22,3,14,2,678,0.8453865336658354
1961,3,31,4,41,113,4,1,258,2,263,27,3,24,1,775,0.8938869665513264
1969,4,8,1,38,77,3,1,237,5,190,27,2,28,1,622,0.8614958448753463
1973,2,17,3,36,84,11,2,204,9,256,16,2,47,2,691,0.8177514792899409
1975,0,9,2,18,57,4,2,126,6,163,24,0,20,3,434,0.8526522593320236
1976,2,14,1,32,71,4,5,201,2,233,14,4,21,1,605,0.8426183844011143
1979,2,15,3,25,66,1,3,195,4,212,24,1,26,0,577,0.8242857142857143
1981,4,11,4,50,96,1,2,250,2,322,9,1,25,2,779,0.9121779859484778
1983,2,10,2,24,80,3,2,189,10,217,32,4,26,1,602,0.799468791500664
1985,3,12,2,24,74,4,7,199,4,280,21,3,25,1,659,0.8258145363408521
1989,1,26,1,43,59,4,4,245,3,206,32,3,8,2,637,0.7749391727493917
1991,3,23,2,28,96,2,0,185,6,227,16,3,19,0,610,0.7692307692307693
1992,4,15,3,40,56,4,6,190,4,213,27,4,26,4,596,0.8243430152143845
1995,4,28,3,39,115,2,4,233,7,248,25,5,28,0,741,0.8606271777003485
1997,4,15,4,41,88,2,0,259,3,266,32,5,16,3,738,0.8713105076741441
2000,0,12,4,27,116,6,2,205,4,234,25,5,21,2,663,0.7997587454764777
2001,2,17,1,24,103,5,6,225,2,278,38,2,22,1,726,0.7848648648648648
2004,3,28,5,33,80,3,1,213,5,240,39,3,15,1,669,0.8128797083839611
2015,2,16,7,29,81,1,2,224,5,314,15,2,29,0,727,0.7928026172300982
2017,4,9,6,36,100,3,1,231,4,274,15,3,32,1,719,0.8189066059225513
2019,5,22,3,34,110,7,6,216,6,265,28,1,16,1,720,0.8191126279863481
2021,0,11,5,27,74,1,1,188,0,277,10,1,14,0,609,0.8851744186046512
2024,2,25,1,32,78,3,7,229,5,258,26,3,10,2,681,0.7634529147982063
2026,0,2,0,4,6,0,0,25,0,17,1,0,13,0,68,0.19596541786743515
2029,1,24,7,26,70,0,0,237,5,260,19,2,23,1,675,0.8458646616541353
2042,4,12,8,40,73,6,5,231,5,217,39,5,17,2,664,0.9260808926080892
2044,0,14,7,31,111,2,5,203,3,285,19,0,22,3,705,0.8284371327849589
2046,5,17,0,39,70,2,5,211,2,200,18,2,18,3,592,0.8165517241379311
2050,1,15,3,30,87,4,7,179,1,236,29,3,17,1,613,0.8055190538764783
2053,0,15,0,31,85,2,1,231,2,286,29,1,25,1,709,0.8763906056860321
2055,1,11,3,28,83,5,1,234,5,246,25,3,27,3,675,0.8676092544987146
2058,1,11,3,36,76,2,1,242,3,220,31,3,30,0,659,0.8525226390685641
2060,4,20,1,27,91,2,5,236,4,282,40,6,9,4,731,0.7368951612903226
2062,2,30,0,32,71,1,5,213,5,271,34,4,20,2,690,0.782312925170068
2063,7,15,2,19,34,1,4,160,3,206,27,1,9,0,488,0.7316341829085458
2064,4,19,3,37,66,5,4,214,4,260,23,7,24,0,670,0.7919621749408984
2065,1,11,1,17,58,1,1,129,2,174,24,0,11,3,433,0.7401709401709402
2066,1,12,2,42,105,4,7,222,6,244,29,5,14,1,694,0.857849196538937
2069,2,14,3,27,87,2,0,236,3,244,27,4,14,1,664,0.8491048593350383
2070,2,8,11,36,69,1,1,250,10,216,30,3,12,1,650,0.8867667121418826
2072,2,11,4,33,101,4,3,175,4,227,10,3,20,0,597,0.8831360946745562
2081,0,1,1,3,6,0,1,34,2,38,2,1,3,1,93,inf
2082,0,0,1,1,3,0,1,22,1,31,0,0,1,0,61,inf
2083,3,16,4,34,85,1,1,175,3,248,23,2,22,1,618,0.8803418803418803
2089,5,10,3,24,76,2,3,211,2,244,22,2,19,3,626,0.833555259653795
2091,1,15,5,31,74,0,2,186,4,247,11,5,19,0,600,0.9090909090909091
2092,1,8,2,24,51,1,3,234,4,213,40,2,14,0,597,0.8303198887343533
2102,0,10,0,23,93,4,1,140,0,186,15,1,9,2,484,0.7744
2103,2,15,4,45,73,1,1,214,4,275,28,3,26,3,694,0.8685857321652065
2105,0,15,2,33,117,0,1,287,9,293,25,1,18,3,804,0.8758169934640523
2107,2,32,1,40,77,3,4,258,4,223,23,5,18,1,691,0.8416565164433617
2108,3,11,2,44,103,2,4,255,3,208,19,3,21,1,679,0.8818181818181818
2117,4,15,1,34,82,0,2,238,3,192,37,4,24,0,636,0.8932584269662921
2120,6,14,6,41,98,3,3,240,3,229,40,1,14,3,701,0.8784461152882206
2124,6,14,2,32,60,1,2,158,2,229,31,1,24,3,565,0.8345642540620384
2132,0,14,1,25,68,1,4,258,3,168,33,3,15,0,593,0.8471428571428572
2141,2,10,5,35,92,4,3,207,3,245,17,3,40,6,672,0.8948069241011984
2144,0,20,9,43,79,2,3,252,9,293,19,1,26,5,761,0.8952941176470588
2147,3,19,12,35,104,1,2,289,4,330,24,2,35,0,860,0.8967674661105318
2158,2,12,2,38,66,5,1,210,4,223,28,2,12,0,605,0.8680057388809183
2159,2,8,1,29,93,3,1,220,1,266,18,4,18,1,665,0.8407079646017699
2172,3,11,3,37,72,4,0,185,2,240,25,0,20,1,603,0.881578947368421
2181,1,8,2,34,82,5,6,180,3,216,23,2,19,1,582,0.8151260504201681
2183,0,21,5,26,72,1,1,202,4,281,24,3,29,0,669,0.8872679045092838
2184,2,12,3,29,57,0,0,154,1,206,15,0,21,0,500,0.8250825082508251
2186,2,16,3,32,73,2,6,213,3,269,35,5,28,3,690,0.8455882352941176
2192,3,14,5,41,103,3,1,210,5,214,28,1,20,1,649,0.8439531859557867
2193,0,19,4,42,88,2,4,200,3,258,31,1,31,1,684,0.8603773584905661
2195,1,12,0,43,96,2,4,175,4,276,28,4,25,1,671,0.8172959805115713
2196,4,10,1,33,60,1,6,182,5,214,23,4,15,2,560,0.7713498622589532
2210,0,13,3,48,89,4,1,255,8,235,44,8,33,5,746,0.8391451068616423
2212,2,6,3,26,44,3,2,156,4,219,28,3,19,1,516,0.7588235294117647
2222,1,23,0,31,105,0,2,243,2,196,27,5,22,1,658,0.7796208530805687
2229,1,29,3,28,97,3,2,190,5,219,13,7,25,3,625,0.8085381630012937
2241,2,22,4,38,64,2,4,189,1,187,27,0,20,0,560,0.8383233532934131
2243,1,9,2,32,105,4,2,215,6,267,25,4,17,4,693,0.8349397590361446
